Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2017,1597.0,,,,,,523.0,184.0,11.5,13.37,372.0,116.0,256.0,3308.0,5997.0,2689.0,1107.0,30.0,1376.3,,19.6,,,,,millions,NZD
H1-2018,958.0,,,,,,301.0,132.0,13.8,9.6,214.0,57.0,157.0,3259.0,5945.0,2686.0,1160.0,47.0,,,,,,,,millions,NZD
FY2018,1803.0,,,,,,561.0,234.0,13.0,17.02,371.0,127.0,244.0,3286.0,6091.0,2805.0,1305.0,5.0,1374.98,0.553,15.1,,,,,millions,NZD
H1-2019,1079.0,,,,,,302.0,104.0,9.6,7.6,171.0,53.0,118.0,3216.0,6226.0,3010.0,1406.0,78.0,,,,,,,,millions,NZD
FY2019,2000.0,,,,,,505.0,357.0,17.8,26.23,326.0,122.0,204.0,3537.0,6484.0,2947.0,1233.0,94.0,1360.89,0.532,15.5,,,,,millions,NZD
H1-2020,928.0,,,,,,258.0,83.0,8.9,6.1,180.0,87.0,93.0,3488.0,6385.0,2897.0,1252.0,85.0,,,,,,,,millions,NZD
FY2020,1768.0,,,,,,494.0,207.0,11.7,15.21,356.0,223.0,133.0,3739.0,6885.0,3146.0,1291.0,79.0,1361.03,0.377,15.8,,,,,millions,NZD
H1-2021,944.0,,,,,,294.0,130.0,13.8,9.6,163.0,194.0,-31.0,3690.0,6787.0,3097.0,1348.0,91.0,,,,,,,,millions,NZD
FY2021,2045.0,,,,,,463.0,141.0,6.9,10.36,338.0,308.0,30.0,4186.0,7978.0,3792.0,1491.0,163.0,1361.27,0.712,17.0,,,,,millions,NZD
H1-2022,873.0,,,,,,242.0,427.0,48.9,31.4,132.0,76.0,56.0,4605.0,8497.0,3892.0,1665.0,48.0,,,,,,,,millions,NZD
FY2022,2188.0,,,,,,581.0,469.0,21.4,34.32,352.0,139.0,213.0,4752.0,9660.0,4908.0,1956.0,65.0,1366.52,0.561,20.0,,,,,millions,NZD
H1-2023,1299.0,,,,,,451.0,230.0,17.7,16.9,345.0,90.0,255.0,4806.0,9634.0,4828.0,1814.0,53.0,,,,,,,,millions,NZD
FY2023,2730.0,,,,,,841.0,103.0,3.8,7.44,578.0,297.0,281.0,4849.0,9419.0,4570.0,1898.0,75.0,1385.0,0.68,21.8,,,,,millions,NZD
H1-2024,1605.0,,,,,,434.0,174.0,10.8,12.53,283.0,146.0,137.0,4800.0,9518.0,4718.0,2020.0,82.0,1389.0,,,,,,,millions,NZD
FY2024,3424.0,,,,,,877.0,290.0,8.5,20.85,612.0,334.0,278.0,4849.0,9795.0,4946.0,1941.0,44.0,1391.0,0.779,23.3,,,,,millions,NZD
H1-2025,1755.0,,,,,,418.0,-67.0,-3.8,-4.8,227.0,215.0,12.0,4690.0,9522.0,4832.0,2200.0,99.0,1397.0,,,,,,,millions,NZD
FY2025,3498.0,,,,,,786.0,1.0,0.0,0.07,483.0,467.0,16.0,4903.0,9958.0,5055.0,2279.0,86.0,1400.0,0.638,24.0,,,,,millions,NZD
H1-2026,1664.0,,,,,,537.0,20.0,1.2,1.42,351.0,291.0,60.0,4805.0,9888.0,5083.0,2345.0,73.0,1412.0,,,,,,,millions,NZD
