Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,Units,Currency
FY2023,1.430746,,0.700729,48.98,-7.03813,-491.92,,-6.900648,-482.31,-0.21,-5.207793,-0.196986,-5.404779,2.056223,6.688503,4.63228,2.385697,1.759268,35.363459,1.367601,,millions,NZD
H1-2024,1.547943,,1.038556,67.09,-3.387489,-218.84,,-2.215653,-143.14,-0.06,-3.008997,-0.216803,-3.2258,3.722314,5.60755,1.885236,0.396851,0.766979,45.237573,0.178253,,millions,NZD
FY2024,4.05302,,2.891352,71.34,-5.264308,-129.89,,-5.401798,-133.28,-0.12,-5.425035,-0.371599,-5.796634,4.871167,6.727797,1.85663,0.36661,1.854458,53.309437,1.127494,,millions,NZD
H1-2025,3.233752,,2.348873,72.64,-4.176,-129.14,-3.715,-4.202883,-129.97,-0.09,-1.805109,-0.275478,-2.080587,2.117892,5.36468,3.246788,1.320487,0.592438,53.398366,1.289159,,millions,NZD
FY2025,7.7,,5.236,68.0,,,,,,,,,,8.659,13.215,4.556,1.27,6.773,64.650884,,,millions,NZD
H1-2026,5.153,,3.447,66.89,-7.198,-139.69,-6.741,-7.34,-142.44,-0.11,-6.186,-1.0,-7.186,15.676,33.254,17.578,5.269,8.953,81.457631,0.361,,millions,NZD
FY2026,13.7,,9.453,69.0,,,,,,,,,,17.398,35.511,17.581,5.263,9.592,,,,millions,NZD
