Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
H1-2018,292.1,,,,,,,31.4,10.74974323861691,20.3,,,,,,,,,,,,,,,,millions,NZD
FY2018,580.886,,,,94.332,16.239330953061355,110.286,62.161,10.701066990769274,40.1,75.71,14.062,61.647999999999996,258.223,560.688,302.465,161.8,7.41,155.116,0.814,,,,,,millions,NZD
FY2019,615.692,,,,97.062,15.764700532084222,114.571,63.377,10.293620836392222,40.8,76.007,16.844,59.163000000000004,274.01,584.646,310.636,167.394,15.986,155.378,0.354,,,,,,millions,NZD
H1-2020,318.9,,,,,,71.3,29.2,9.156475384132957,19.5,,,,,,,,,,,,,,,,millions,NZD
FY2020,630.94,,,,84.72,13.427584239388848,135.073,47.375,7.508637905347576,30.0,127.165,18.318,108.84700000000001,316.78,1050.417,733.637,527.556,16.686,165.413,0.438,,,,,,millions,NZD
H1-2021,410.3,,,,,,80.6,22.0,5.361930294906166,13.0,,,,,,,,,,,,,,,,millions,NZD
FY2021,800.533,,,,99.891,12.478061491531268,164.578,49.633,6.199994253828387,30.0,135.013,12.36,122.653,341.222,1044.35,703.128,475.331,19.94,165.538,0.806,,,,,,millions,NZD
H1-2022,442.0,,,,,,102.3,43.7,9.886877828054299,26.4,,,,,,,,,,,,,,,,millions,NZD
FY2022,873.094,,,,118.994,13.629002146389734,184.881,70.182,8.038309735263327,42.3,123.684,23.02,100.664,356.614,1088.584,731.97,486.335,24.137,165.803,1.031,,,,,,millions,NZD
H1-2023,552.1,,,,,,113.7,45.2,8.186922658938599,26.3,,,,,,,,,,,,,,,,millions,NZD
FY2023,1121.62,,,,133.962,11.943617267880388,214.88299999999998,75.297,6.713236211907776,43.1,155.808,34.19,121.618,476.602,1376.636,900.034,655.467,44.485,177.431,1.016,,,,,,millions,NZD
H1-2024,620.7,,,,,,119.5,40.9,6.589334622200741,23.0,,,,,,,,,,,,,,,,millions,NZD
FY2024,1209.151,,,,136.358,11.277168856495177,229.107,70.926,5.8657686260855755,39.8,156.663,28.919,127.74400000000001,492.269,1394.022,901.753,648.741,35.653,178.713,0.886,,,,,,millions,NZD
H1-2025,662.1,,,,,,130.5,44.7,6.751246035342094,25.0,,,,,,,,,,,,,,,,millions,NZD
FY2025,1289.559,,,,146.089,11.328601483142688,248.58499999999998,80.108,6.212046133600712,44.7,173.647,25.907,147.73999999999998,499.967,1380.799,880.832,632.17,43.261,178.789,1.213,,,,,,millions,NZD
H1-2026,718.2,,,,,,143.4,52.5,7.309941520467836,29.3,,,,,,,,,,,,,,,,millions,NZD
