Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
Q2 2007,,,,,,,,,,,,,,11446.0,,,,663.0,,,,,,,,millions,USD
Q2 2008,,,,,,,,,,,,,,13666.0,,,,810.0,,,,,,,,millions,USD
Q3 2008,21160.0,19293.0,1867.0,8.823251417769375,,,,1045.0,4.938563327032136,1.62,4680.0,483.0,4197.0,,,,,2532.0,645.0,,,,,,,millions,USD
H2-2008,37833.0,34754.0,3079.0,8.138397695133879,,,,1623.0,4.289905637935136,2.52,5865.0,1069.0,4796.0,,,,,,644.0,,,,,,,millions,USD
Q4 2008,16673.0,15461.0,1212.0,7.269237689677922,,,,578.0,3.466682660588976,0.9,,,,,,,,,643.0,,,,,,,millions,USD
FY2008,69816.0,65974.0,3842.0,5.503036553225622,,,,1780.0,2.5495588403804286,2.75,-3204.0,1779.0,-4983.0,,,,,2248.0,646.0,70.0,,,,,,millions,USD
Q1 2009,14842.0,14193.0,649.0,4.372726047702466,,,,3.0,0.020212909311413556,0.0,,,,,,,,2188.0,644.0,,,,,,,millions,USD
Q2 2009,16532.0,,361.0,2.1836438422453424,,,,58.0,0.35083474473747883,0.09,,,,13653.0,31582.0,,7688.0,1055.0,,,,,,,,millions,USD
Q3 2009,14921.0,13948.0,973.0,6.521010656122243,,,,496.0,3.324173982977012,0.77,1992.0,497.0,1495.0,14243.0,31861.0,,7623.0,2390.0,644.0,20.0,0.14,,,,,millions,USD
H2-2009,30834.0,28808.0,2026.0,6.570668742297464,,,,1063.0,3.447493027177791,1.65,1380.0,939.0,441.0,,,,,,644.0,31.0,0.28,,,,,millions,USD
Q4 2009,15913.0,14860.0,1053.0,6.61723119462075,,,,567.0,3.5631244894111735,0.88,,,,,,,,,645.0,,,,,,,millions,USD
FY2009,69207.0,65118.0,4089.0,5.908361870909013,,,,1684.0,2.433279870533328,2.62,5341.0,1898.0,3443.0,14795.0,33529.0,,7644.0,1317.0,644.0,65.0,,,,,,millions,USD
Q1 2010,15145.0,14254.0,891.0,5.88312974579069,,,,421.0,2.779795311984153,0.65,,,,14769.0,32326.0,,7155.0,1659.0,645.0,,,,,,,millions,USD
Q2 2010,15703.0,,926.0,5.8969623638795134,,,,446.0,2.840221613704388,0.69,,,,14631.0,31808.0,,7518.0,1046.0,,,,,,,,millions,USD
Q3 2010,16799.0,15991.0,808.0,4.809810107744509,,,,345.0,2.053693672242395,0.54,-871.0,335.0,-1206.0,15387.0,36036.0,,7182.0,862.0,641.0,25.0,,,,,,millions,USD
H2-2010,37729.0,35687.0,2042.0,5.412282329242758,,,,1077.0,2.854568104110896,1.68,-4083.0,645.0,-4728.0,,,,,,641.0,36.0,,,,,,millions,USD
Q4 2010,20930.0,19696.0,1234.0,5.895843287147635,,,,732.0,3.4973721930243666,1.14,,,,,,,,,641.0,,,,,,,millions,USD
FY2010,61682.0,57839.0,3843.0,6.230342725592555,,,,1930.0,3.1289517201128367,3.0,2684.0,1607.0,1077.0,15904.0,42610.0,,7053.0,526.0,644.0,45.0,,,,,,millions,USD
Q1 2011,20077.0,18917.0,1160.0,5.777755640782986,,,,578.0,2.87891617273497,0.86,,,,16680.0,43763.0,,8526.0,858.0,684.0,,,,,,,millions,USD
Q2 2011,22870.0,,1098.0,4.80104940970704,,,,381.0,1.6659379099256668,0.58,,,,18838.0,42193.0,,8622.0,615.0,,,,,,,,millions,USD
Q3 2011,21902.0,20868.0,1034.0,4.721030042918455,,,,460.0,2.1002648159985386,0.68,2087.0,443.0,1644.0,18409.0,41448.0,,8327.0,1320.0,674.0,27.0,,,,,,millions,USD
H2-2011,45208.0,43361.0,1847.0,4.085560077862326,,,,540.0,1.1944788533003008,0.81,3041.0,852.0,2189.0,,,,,,670.0,34.0,,,,,,millions,USD
Q4 2011,23306.0,22493.0,813.0,3.488372093023256,,,,80.0,0.34325924654595386,0.12,,,,,,,,,667.0,,,,,,,millions,USD
FY2011,80676.0,76376.0,4300.0,5.329961822599038,,,,2036.0,2.523674946700382,3.13,-2340.0,1247.0,-3587.0,18165.0,41516.0,,8364.0,864.0,654.0,47.0,,,,,,millions,USD
