Date,Close
2016-10-01,49.24
2016-11-01,52.31
2016-12-01,53.14
2017-01-01,53.715
2017-02-01,57.7
2017-03-01,57.655
2017-04-01,59.57
2017-05-01,62.64
2017-06-01,61.17
2017-07-01,64.25
2017-08-01,61.855
2017-09-01,64.48
2017-10-01,64.715
2017-11-01,65.725
2017-12-01,65.565
2018-01-01,70.42
2018-02-01,71.695
2018-03-01,71.31
2018-04-01,70.86
2018-05-01,72.6
2018-06-01,74.09
2018-07-01,75.48
2018-08-01,80.07
2018-09-01,82.38
2018-10-01,79.3
2018-11-01,79.13
2018-12-01,73.49
2019-01-01,82.93
2019-02-01,84.69
2019-03-01,88.28
2019-04-01,87.24
2019-05-01,85.86
2019-06-01,91.16
2019-07-01,105.43
2019-08-01,106.94
2019-09-01,103.59
2019-10-01,106.14
2019-11-01,116.24
2019-12-01,115.63
2020-01-01,118.61
2020-02-01,109.36
2020-03-01,94.99
2020-04-01,103.06
2020-05-01,106.77
2020-06-01,97.62
2020-07-01,99.79
2020-08-01,99.58
2020-09-01,103.05
2020-10-01,95.47
2020-11-01,115.18
2020-12-01,113.86
2021-01-01,102.69
2021-02-01,115.37
2021-03-01,119.04
2021-04-01,120.12
2021-05-01,115.2
2021-06-01,106.89
2021-07-01,115.11
2021-08-01,117.79
2021-09-01,108.5
2021-10-01,98.49
2021-11-01,96.52
2021-12-01,103.79
2022-01-01,105.7
2022-02-01,97.67
2022-03-01,101.4
2022-04-01,97.92
2022-05-01,100.18
2022-06-01,88.97
2022-07-01,105.68
2022-08-01,101.19
2022-09-01,93.57
2022-10-01,102.74
2022-11-01,104.36
2022-12-01,101.07
2023-01-01,106.68
2023-02-01,115.09
2023-03-01,113.03
2023-04-01,122.12
2023-05-01,112.19
2023-06-01,126.15
2023-07-01,126.21
2023-08-01,121.39
2023-09-01,112.96
2023-10-01,113.75
2023-11-01,130.61
2023-12-01,132.84
2024-01-01,141.87
2024-02-01,149.27
2024-03-01,159.82
2024-04-01,152.67
2024-05-01,149.76
2024-06-01,149.04
2024-07-01,163.57
2024-08-01,174.6
2024-09-01,179.65
2024-10-01,197.9
2024-11-01,220.96
2024-12-01,205.42
2025-01-01,216.04
2025-02-01,235.69
2025-03-01,220.83
2025-04-01,184.57
2025-05-01,162.79
2025-06-01,172.41
2025-07-01,138.94
2025-08-01,138.18
2025-09-01,128.93
2025-10-01,66.69
2025-11-01,61.47
2025-12-01,67.17
2026-01-01,63.73
2026-02-01,62.29
2026-03-01,55.8
2026-04-01,62.65
2026-05-01,56.56
2026-06-01,49.05
2026-07-01,53.94
2026-08-01,53.31
2026-09-01,53
2026-09-04,53
