Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,Units,Currency
FY2019,2519.0,,,,,,518.0,345.0,13.695911075823739,48.2,341.0,,,2782.0,4954.0,2172.0,,,,,39.0,millions,NZD
FY2020,2073.0,,,,,,446.0,125.0,6.02990834539315,17.5,290.0,,,2621.0,4896.0,2275.0,,,,,39.0,millions,NZD
FY2021,2573.0,,,,,,553.0,187.0,7.267780800621843,25.3,371.0,,,2927.0,5028.0,2101.0,856.0,,,,35.0,millions,NZD
FY2022,2387.0,,,,,,546.0,182.0,7.624633431085044,23.4,409.0,366.0,43.0,2840.0,5166.0,2326.0,1099.0,168.0,778.79464,4.0,35.0,millions,NZD
FY2023,2118.0,,,,,,460.0,127.0,5.996222851746931,16.3,395.0,585.0,-190.0,2804.0,5808.0,3004.0,1556.0,140.0,784.239991,5.0,35.0,millions,NZD
FY2024,2863.0,,,,,,675.0,235.0,8.208173244848062,29.9,580.0,580.0,0.0,2619.0,6208.0,3589.0,1913.0,229.0,788.537322,4.0,37.0,millions,NZD
H1-2025,1707.0,,,,,,404.0,142.0,8.318687756297598,17.9,203.0,244.0,-41.0,2645.0,6383.0,3738.0,2149.0,216.0,797.946537,3.0,,millions,NZD
FY2025,3439.0,,,,,,872.0,331.0,9.624890956673452,41.6,544.0,472.0,72.0,2760.0,6813.0,4053.0,2449.0,514.0,798.542265,5.0,39.0,millions,NZD
H1-2026,1617.0,,,,,,500.0,205.0,12.677798392084105,20.9,308.0,225.0,83.0,4441.0,9729.0,5288.0,3165.0,273.0,994.424083,5.0,16.0,millions,NZD
