Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2007,,,,,,,,,,,,,,5929.0,,,,226.0,,,,,,,,millions,USD
FY2008,3824.0,,,,,,,429.0,11.218619246861925,2.63,484.0,36.0,448.0,4182.0,,,,1009.0,,15.0,,,,,,millions,USD
H1-2009,1764.0,,,,,,,17.0,0.9637188208616779,0.1,157.0,20.0,137.0,,,,,,,5.0,,,,,,millions,USD
Q2 2009,874.0,,,,,,,-19.0,-2.1739130434782608,-0.12,,,,4144.0,,,,254.0,,,,,,,,millions,USD
Q3 2009,1007.0,,,,,,,171.0,16.9811320754717,1.05,205.0,11.0,194.0,4626.0,,,,448.0,,,,,,,,millions,USD
FY2009,3903.0,,,,,,,432.0,11.068408916218294,2.66,525.0,42.0,483.0,4760.0,14440.0,9680.0,790.0,557.0,162.866863,10.0,1.57,,,,,millions,USD
Q1 2010,887.0,,,,,,,68.0,7.666290868094701,0.42,110.0,8.0,102.0,4865.0,,,,402.0,,3.0,,,,,,millions,USD
H1-2010,1765.0,,,,,,,95.0,5.382436260623229,0.59,253.0,11.0,242.0,,,,,,,6.0,,,,,,millions,USD
Q2 2010,878.0,,,,,,,27.0,3.0751708428246016,0.17,143.0,3.0,140.0,4737.0,14607.0,9870.0,790.0,325.0,,,,,,,,millions,USD
Q3 2010,1071.0,,,,,,,156.0,14.565826330532214,0.95,164.0,3.0,161.0,5010.0,15070.0,10060.0,790.0,445.0,,,,,,,,millions,USD
FY2010,3772.0,,,,,,,375.0,9.941675503711558,2.32,531.0,17.0,514.0,5012.0,15095.0,10063.0,807.0,385.0,163.274,11.0,1.59,,,,,millions,USD
Q1 2011,929.0,,,,,,,61.0,6.566200215285253,0.38,57.0,2.0,55.0,5097.0,15369.0,10251.0,790.0,379.0,163.67,3.0,,,,,,millions,USD
H1-2011,1904.0,,,,,,,11.0,0.5777310924369748,0.07,4.0,4.0,0.0,,,,,,163.685,7.0,,,,,,millions,USD
Q2 2011,975.0,,,,,,,-50.0,-5.128205128205128,-0.31,-53.0,2.0,-55.0,5035.0,15702.0,10645.0,790.0,313.0,163.069,,,,,,,millions,USD
Q3 2011,944.0,,,,,,,19.0,2.0127118644067794,0.12,144.0,8.0,136.0,4764.0,15412.0,10626.0,790.0,308.0,163.086,,,,,,,millions,USD
Q4 2011,955.0,,,,,,,134.0,14.031413612565444,0.82,,,,,,,,,,,,,,,,millions,USD
FY2011,3803.0,,,,,,,164.0,4.312384959242703,1.01,247.0,7.0,240.0,5033.0,15635.0,10602.0,821.0,438.0,196.0,13.0,1.605,,,,,millions,USD
Q1 2012,986.0,,,,,,,86.0,8.72210953346856,0.53,148.0,2.0,146.0,5207.0,16022.0,10815.0,833.0,424.0,163.145,4.0,,,,,,millions,USD
H1-2012,2006.0,,,,,,,118.0,5.88235294117647,0.73,265.0,4.0,261.0,,,,,,163.328,8.0,,,,,,millions,USD
Q2 2012,1020.0,,,,,,,32.0,3.1372549019607843,0.2,117.0,2.0,115.0,5144.0,16089.0,10945.0,831.0,263.0,197.0,,,,,,,millions,USD
Q3 2012,1035.0,,,,,,,111.0,10.72463768115942,0.69,168.0,1.0,167.0,5359.0,16479.0,11120.0,828.0,416.0,197.0,,,,,,,millions,USD
Q4 2012,1070.0,,,,,,,192.0,17.94392523364486,1.18,,,,,,,,,,,,,,,,millions,USD
FY2012,4111.0,,,,,,,421.0,10.240817319387011,2.59,638.0,6.0,632.0,5453.0,16548.0,11095.0,827.0,487.0,197.0,16.0,1.62,,,,,millions,USD
Q1 2013,1103.0,,,,,,,154.0,13.961922030825022,0.95,57.0,1.0,56.0,5785.0,17037.0,11252.0,831.0,380.0,197.0,5.0,,,,,,millions,USD
H1-2013,2207.0,,,,,,,264.0,11.961939284096058,1.62,251.0,3.0,248.0,,,,,,165.2,10.0,,,,,,millions,USD
Q2 2013,1104.0,,,,,,,110.0,9.96376811594203,0.67,194.0,2.0,192.0,5699.0,17034.0,11335.0,833.0,382.0,198.0,,,,,,,millions,USD
