Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,Units,Currency
FY2022,,,,,,,,1.245,,0.2042,,,,7.62,7.645,0.025,0.0,0.124,6.097365,,,millions,NZD
FY2023,,,,,,,,1.003,,0.0991,,,,14.086,14.321,0.235,0.0,0.178,10.120588,,,millions,NZD
FY2024,,,,,,,,1.593,,0.1261,,,,19.455,19.489,0.034,0.0,0.35,12.630107,,,millions,NZD
FY2025,,,,,,,,-1.739,,-0.1206,,,,20.363,20.397,0.034,0.0,0.264,14.416518,,,millions,NZD
FY2026,,,,,,,,1.593,,0.0975,,,,24.683,24.796,0.113,0.0,0.326,16.330729,,,millions,NZD
