Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2018,196.794,,,,,,,67.513,34.31,13.0,-51.179,,,664.16,4495.926,3831.766,914.253,49.588,,,,,,,,millions,NZD
FY2019,205.842,,,,,,,73.617,35.76,13.0,-49.912,,,675.668,4926.404,4250.736,1056.653,80.584,,0.619,,,,,,millions,NZD
FY2020,233.249,,,,,,,71.972,30.86,12.0,-9.763,,,699.98,5318.136,4618.156,1267.931,147.179,,0.516,,,,,,millions,NZD
FY2021,247.096,,,,,,,87.026,35.22,15.0,-339.478,,,761.692,5677.613,4915.921,1675.133,182.333,585.904,1.797,,,,,,millions,NZD
H1-2022,130.806,,,,,,,47.516,36.33,8.08,-142.287,,,778.177,5998.9,5220.723,1822.465,207.666,,0.698,,,,,,millions,NZD
FY2022,280.615,,,,,,,95.125,33.9,16.13,-262.314,-9.809,,808.707,7090.263,6281.556,2578.213,310.758,589.771,1.915,,,,,,millions,NZD
H1-2023,144.168,,,,,,,48.662,33.75,7.3,262.187,,,1015.855,7437.874,6422.019,2258.511,385.277,,-0.263,,,,,,millions,NZD
FY2023,289.804,,,,,,,95.868,33.08,13.96,42.689,-24.669,,1031.004,7744.725,6713.721,2496.375,,709.658,0.105,,,,,,millions,NZD
H1-2024,141.247,,,,,,,37.6,26.62,5.3,-8.797,,,1021.276,7741.86,6909.261,2620.69,286.925,,0.631,,,,,,millions,NZD
FY2024,290.668,,,,,,,74.549,25.65,9.85,928.353,,,1237.869,9291.855,8053.986,2040.763,629.619,930.561,-2.816,,,,,,millions,NZD
H1-2025,155.299,,,,,,,3.612,2.33,0.4,236.579,-1.818,,1212.615,8756.387,7543.772,1382.302,377.07,934.349,0.0,,,,,,millions,NZD
FY2025,322.9,,,,,,,38.8,12.02,4.1,,,,1219.0,8645.39,7426.39,,,940.559,,,,,,,millions,NZD
H1-2026,175.3,,,,,,,48.8,27.84,5.2,,,,1289.0,8828.77,7539.77,,,,,,,,,,millions,NZD
