Period,Revenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,NetIncome,NetMargin,EPS,FreeCashFlow,FamilyDAP,FamilyMAPE,FacebookDAU,FacebookMAU,ARPP,AdRevenue,RealityLabsRevenue,RealityLabsLoss,FamilyOfAppsIncome,ShareholdersEquity,TotalDebt,CashAndEquivalents,SharesOutstanding,CapEx,OperatingCashFlow
Q1 2012,1058,,,,,,232,,15.3,,,,,,,,,,,,,,,526,511
Q2 2012,1184,,,,,,157,,26.6,,,,,,,,,,,,,,,346,381
Q3 2012,1262,,,,,,123,,15.7,,,,,,,,,,,,,,,288,319
Q1 2013,1462,,,,,,219,,22.3,,,,,,,,,,,,,,,389,407
Q2 2013,1813,,,,,,331,,36.2,,,,,,,,,,,,,,,520,557
Q3 2013,2016,,,,,,425,,43.7,,,,,,,,,,,,,,,543,589
Q1 2014,2502,,,,,,642,,52.8,,,,,,,,,,,,,,,736,789
Q2 2014,2910,,,,,,791,,73.9,,,,,,,,,,,,,,,1041,1114
Q3 2014,3203,,,,,,806,,68.5,,,,,,,,,,,,,,,994,1063
FY2014,12466,10111,81.1,4994,40.1,2925,23.5,1.12,4107,,,,,,,,,,,,,2599,1831,5873
Q1 2015,3543,,,,,,1514,,132.0,,,,,,,,,,,,,,,1362,1495
Q2 2015,4042,,,,,,719,,96.8,,,,,,,,,,,,,,,1330,1427
Q3 2015,4501,,,,,,896,,109.6,,,,,,,,,,,,,,,1162,1271
FY2015,17928,15024,83.8,6225,34.7,3688,20.6,1.31,8196,,,,,,,,,,,,,2541,4106,12346
Q1 2016,5382,,,,,,1510,,164.0,,,,,,,,,,,,,,,1814,1988
Q2 2016,6436,,,,,,2055,,202.8,,,,,,,,,,,,,,,2260,2535
Q3 2016,7011,,,,,,2379,,200.6,,,,,,,,,,,,,,,2220,2506
FY2016,27638,23165,83.8,12427,45.0,10217,37.0,3.56,11617,,,,,,,,,,,,,2886,4491,16109
Q1 2017,8032,,,,,,3056,,234.5,,,,,,,,,,,,,,,2666,2944
Q2 2017,9321,,,,,,3894,,283.1,,,,,,,,,,,,,,,2891,3183
Q3 2017,10328,,,,,,4707,,324.1,,,,,,,,,,,,,,,3245,3547
FY2017,40653,34266,84.3,20203,49.7,15920,39.2,5.51,17483,,,,,,,,,,,,,2893,6733,24128
Q1 2018,11966,,,,,,4988,,399.5,,,,,,,,,,,,,,,3458,3732
Q2 2018,13231,,,,,,5106,,363.2,,,,,,,,,,,,,,,3459,3732
Q3 2018,13727,,,,,,5137,,365.7,,,,,,,,,,,,,,,3562,3835
FY2018,55838,47308,84.7,24913,44.6,22112,39.6,7.65,24262,,,,,,,,,,,,,2901,13915,38464
Q1 2019,15077,,,,,,2429,,168.9,,,,,,,,,,,,,,,3534,3838
Q2 2019,16886,,,,,,2616,,166.3,,,,,,,,,,,,,,,3572,3883
Q3 2019,17652,,,,,,6091,,468.5,,,,,,,,,,,,,,,4198,4534
FY2019,70697,59994,84.9,23986,33.9,18485,26.1,6.48,21212,,,,,,,,,,,,,2859,15119,36314
Q1 2020,17737,,,,,,4902,,350.9,,,,,,,,,,,,,,,3780,4033
Q2 2020,18687,,,,,,5178,,368.1,,,,,,,,,,,,,,,3851,4129
Q3 2020,21470,,,,,,7846,,587.6,,,,,,,,,,,,,,,4082,4390
FY2020,85965,74045,86.1,32671,38.0,29146,33.9,10.22,23632,,,,,,,,,,,,,2851,15115,38746
Q1 2021,26171,,,,,,9497,,696.7,,,,,,,,,,,,,,,4796,5077
Q2 2021,29077,,,,,,10394,,754.9,,,,,,,,,,,,,,,4958,5245
Q3 2021,29010,,,,,,9194,,663.6,,,,,,,,,,,,,,,4849,5127
FY2021,117929,100808,85.5,46753,39.6,39370,33.4,13.77,39116,,,,,,,,,,,,2771,18677,57683
Q1 2022,27908,,,,,,7465,,530.6,,,,,,,,,,,,,,,6791,7456
Q2 2022,28822,,,,,,6687,,477.0,,,,,,,,,,,,,,,7426,8093
Q3 2022,27714,,,,,,4395,,313.7,,,,,,,,,,,,,,,8518,9323
FY2022,116609,97286,83.4,28944,24.8,23200,19.9,8.63,22096,,,,,2894.0,113642,2159,13717,12832,86569,14010,40489,2687,32055,54449
Q1 2023,28645,,,,,,5709,,418.4,,,,,,,,,,,,,,,6738,7408
Q2 2023,31999,,,,,,7788,,557.8,,,,,,,,,,,,,,,7469,8159
Q3 2023,34146,,,,,,11583,,893.1,,,,,,,,,,,,,,,9022,9890
FY2023,134902,110313,81.8,46753,34.7,39098,29.0,14.87,43020,3190.0,3980.0,,3060.0,12.34,131948,1896,16117,51360,153168,18385,65403,2623,28100,71091
Q1 2024,36455,,,,13818,37.9,12369,33.9,4.71,12846,3240.0,,,,,,3846,17664,153168,18385,65403,2625,6400,19246
Q2 2024,39071,,,,14863,38.0,13465,34.5,5.16,14023,3270.0,,,,,,3818,18683,,,,,6766,20068
Q3 2024,40589,33214,81.8,17350,42.7,15688,38.7,6.03,,3290.0,,,,,,270,4428,21778,164529,28823,70900,2600,9200,
FY2024,156082,126659,81.2,66307,42.5,62353,39.9,23.81,46871,3350.0,,,,,,1574,17252,70722,182637,28826,77815,2604,38601,85472
Q1 2025,42314,34742,82.1,17555,41.5,16644,39.3,6.43,11085,3430.0,,,,,41731,583,4210,21765,185029,28829,70230,2590,12941,24026
Q2 2025,47516,39025,82.1,20441,43.0,18337,38.6,7.14,13575,3470.0,,,,,46933,583,4529,25702,,,,2570,15590,29157
Q3 2025,51242,42036,82.0,20535,40.1,2709,5.3,1.05,,3540.0,,,,,50772,470,4432,24967,,,,2572,19370,
FY2025,200966,164791,82.0,83276,41.4,60458,30.1,23.49,43585,3580.0,,,,,196175,2207,19193,102469,217243,58744,81592,2574,72215,115800
Q1 2026,56311,46093,81.8,22872,40.6,26773,47.5,10.44,12386,3560.0,,,,,55024,402,4028,26900,243681,58748,81180,2564,19840,32226
