Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2007,,,,,,,,,,,,,,,,,,55.0,,,,,,,,millions,USD
FY2008,,,374.1,,,,,21.7,,1.53,101.0,,,663.2,,,,35.3,,,,,,,,millions,USD
H1-2009,,,223.9,,,,,24.0,,1.38,91.1,,,,,,,,,,,,,,,millions,USD
Q2 2009,,,122.4,,,,,21.3,,0.84,,,,,,,,53.5,,,,,,,,millions,USD
Q3 2009,,,138.5,,,,,34.6,,1.14,93.20000000000002,,,,,,,69.2,,,,,,,,millions,USD
FY2009,,,394.9,,,,,81.3,,2.36,262.9,,,789.8,1973.0,1184.7,253.2,76.3,34.476856,,,,,,,millions,USD
Q1 2010,,,108.3,,,,,30.9,,0.67,-14.4,,,,,,,79.8,,,0.13,,,,,millions,USD
H1-2010,,,222.5,,,,,47.5,,1.03,50.7,,,,,,,,46.014134,,,,,,,millions,USD
Q2 2010,,,114.2,,,,,16.6,,0.36,65.10000000000001,,,824.6,1967.2,1142.6,120.3,94.0,46.111781,,0.13,,,,,millions,USD
Q3 2010,,,107.2,,,,,32.0,,0.69,18.200000000000003,,,861.9,2006.6,1144.7,118.6,109.1,46.254155,,0.14,,,,,millions,USD
Q4 2010,,,116.3,,,,,32.2,,0.69,,,,,,,,,,,0.14,,,,,millions,USD
FY2010,,,446.0,,132.9,,173.7,111.7,,2.42,124.8,,,881.4,2110.6,1229.2,279.6,118.9,46.162715,,,,,,,millions,USD
Q1 2011,,,127.0,,48.9,,59.7,41.0,,0.88,-52.2,,,921.9,2205.3,1283.4,339.8,124.2,46.540471,,0.14,,,,,millions,USD
H1-2011,,,238.9,,98.3,,120.1,91.3,,1.96,-87.2,,,,,,,,46.594149,,,,,,,millions,USD
Q2 2011,,,111.9,,49.3,,,50.3,,1.08,-35.0,,,969.8,2143.1,1173.3,375.5,108.2,46.646497,,0.14,,,,,millions,USD
Q3 2011,,,118.7,,39.9,,,182.3,,3.91,17.799999999999997,,,1123.5,2358.7,1235.2,394.9,440.6,46.642523,,0.16,,,,,millions,USD
Q4 2011,,,155.0,,,,,32.1,,0.69,,,,,,,,,,,0.16,,,,,millions,USD
