Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2007,,,,,,,,,,,,,,1965.754,,,,60.725,,,,,,,,millions,USD
FY2008,,5899.979,1321.326,,427.895,,628.337,180.331,,1.99,370.933,,,2052.492,,,,46.717,89.941,14.032,,,,,,millions,USD
Q2 2009,,521.135,259.64,,43.683,,97.864,1.964,,0.02,,,,,,,,125.735,91.652,,,,,,,millions,USD
Q4 2009,,0.882003,403.003,,186.598,,186.65183900000002,93.33,,1.0,0.095156,,,,,,,0.174829,,,,,,,,millions,USD
FY2009,,3622.378,1319.678,,436.366,,648.35,190.978,,2.07,919.233,,,2176.761,6367.083,,2169.531,111.203,91.62,14.494,,,,,,millions,USD
Q1 2010,,1485.945,445.444,,219.757,,272.837,114.126,,1.22,,,,,,,,231.153,92.853,,,,,,,millions,USD
H1-2010,,2367.948,865.17,,415.136,,522.0550000000001,207.456,,2.22,483.458,,,,,,,,92.681,,,,,,,millions,USD
Q2 2010,,517.029,247.666,,32.259,,84.199,-3.154,,-0.03,,,,2313.73,6585.65,,2169.677,180.383,92.648,,,,,,,millions,USD
Q3 2010,,,241.392,,38.537,,,1.537,,0.02,111.10599999999994,,,,,,,,,,,,,,,millions,USD
Q4 2010,,0.783435,357.582,,150.773,,205.55,73.997,,0.81,45.824,,,2.274853,7.221623,,2.159753,129.892,90.408,,,,,,,millions,USD
FY2010,,3424.749,1314.136,,463.833,,672.3720000000001,205.839,,2.2,726.476,,,2178.348,6763.791,,2169.682,131.952,92.422,12.655,,,,,,millions,USD
Q1 2011,,1152.465,444.466,,204.624,,260.091,132.209,,1.45,,,,2373.979,6995.824,,2159.757,153.246,90.533,,,,,,,millions,USD
H1-2011,,1935.9,818.392,,366.488,,476.73199999999997,206.206,,2.26,438.471,,,,,,,,90.455,,,,,,,millions,USD
Q2 2011,,,261.612,,31.394,,88.326,-0.566,,-0.01,,,,2335.824,6993.47,,2208.54,117.429,90.127,,,,,,,millions,USD
Q3 2011,,,237.16,,39.195,,,1.961,,0.02,81.09100000000001,,,,,,,,,,,,,,,millions,USD
Q4 2011,,,355.392,,139.471,,197.837,68.507,,0.75,-15.291,,,2267.762,7635.632,,2206.324,85.16,90.546,,,,,,,millions,USD
FY2011,,,1300.82,,425.986,,649.818,207.601,,2.27,582.844,,,2255.421,7282.871,,2208.551,131.419,90.652,11.586,,,,,,millions,USD
Q1 2012,,,425.787,,202.432,,261.852,109.111,,1.2,,,,2360.712,7368.727,,2206.344,47.04,90.322,,,,,,,millions,USD
H1-2012,,,781.179,,341.903,,459.689,177.618,,1.94,360.723,,,,,,,,90.44,,,,,,,millions,USD
Q2 2012,,,293.171,,81.546,,140.502,31.132,,0.34,,,,2354.925,7349.835,,2206.42,27.706,90.993,,,,,,,millions,USD
Q3 2012,,,249.389,,22.791,,,7.967,,0.09,158.08300000000003,,,,,,,,,,,,,,,millions,USD
Q4 2012,,,362.362,,154.922,,214.501,80.465,,0.88,29.858,,,2424.005,7964.218,,1956.507,124.601,91.309,,,,,,,millions,USD
FY2012,,,1323.739,,446.24,,683.765,216.717,,2.37,586.917,,,2359.243,7495.675,,1956.436,64.239,91.172,19.222,,,,,,millions,USD
Q1 2013,,,432.751,,210.178,,267.358,116.425,,1.27,,,,2543.47,7953.73,,2455.514,65.547,91.492,,,,,,,millions,USD
H1-2013,,,795.113,,365.1,,481.85900000000004,196.89,,2.15,376.341,,,,,,,,91.406,,,,,,,millions,USD
Q2 2013,,,316.497,,86.396,,144.525,38.768,,0.42,,,,2581.444,7802.798,,2455.593,31.979,91.55,,,,,,,millions,USD
Q3 2013,,,300.44,,50.383,,,7.536,,0.08,133.23399999999998,,,,,,,,,,,,,,,millions,USD
Q4 2013,,,388.957,,170.72,,231.189,87.016,,0.95,34.3,,,2661.314,8616.091,,2455.75,194.563,91.843,,,,,,,millions,USD
FY2013,,,1412.05,,501.879,,736.9580000000001,243.194,,2.64,613.127,,,2580.409,7934.268,,2455.671,66.199,91.711,17.814,,,,,,millions,USD
Q1 2014,,,496.277,,250.08,,311.387,133.367,,1.38,,,,3124.761,8487.616,,2455.829,136.74,96.176,,,,,,,millions,USD
H1-2014,,,885.234,,420.8,,542.576,220.383,,2.34,490.981,,,,,,,,94.015,,,,,,,millions,USD
Q2 2014,,,359.533,,106.605,,170.56,45.721,,0.45,,,,3116.685,8357.189,,2455.907,51.421,101.163,,,,,,,millions,USD
Q3 2014,,,337.659,,83.944,,,23.713,,0.23,139.22900000000004,,,,,,,,,,,,,,,millions,USD
Q4 2014,,,423.285,,187.725,,255.31799999999998,97.595,,3.73,27.415,,,3063.925,9115.093,,2455.131,123.832,101.581,,,,,,,millions,USD
FY2014,,,1582.426,,611.349,,865.336,289.817,,2.96,732.813,,,3086.232,8594.704,,2455.986,42.258,97.608,14.721,,,,,,millions,USD
Q1 2015,,,520.738,,250.21,,318.232,137.684,,1.35,,,,3139.694,8926.644,,2455.217,95.525,101.746,,,,,,,millions,USD
H1-2015,,,944.023,,437.935,,573.55,235.279,,2.31,540.848,,,,,,,,101.667,,,,,,,millions,USD
Q2 2015,,,381.673,,117.607,,186.051,56.281,,0.55,,,,3238.255,8884.489,,2455.303,43.153,102.0,,,,,,,millions,USD
Q3 2015,,,354.321,,75.853,,,23.515,,0.23,176.73400000000004,,,,,,,,,,,,,,,millions,USD
Q4 2015,,,443.763,,192.729,,263.968,102.861,,1.0,70.141,,,3272.109,9554.653,,2455.474,47.918,102.079316,,,,,,,millions,USD
FY2015,,,1680.017,,612.232,,887.028,315.075,,3.09,811.914,,,3194.797,9075.072,,2437.515,28.653,101.892,15.98,,,,,,millions,USD
Q1 2016,,,517.811,,251.656,,323.047,141.81,,1.38,,,,3344.565,9543.926,,2455.559,47.918,102.209505,,,,,,,millions,USD
H1-2016,,,961.574,,444.385,,587.596,244.671,,,452.955,,,,,,,,,,,,,,,millions,USD
Q2 2016,,,407.311,,128.396,,201.27599999999998,71.193,,0.69,,,,3466.724,9727.368,,2455.645,66.206,103.827358,,,,,,,millions,USD
Q3 2016,,,376.011,,84.449,,,34.24,,0.33,176.99100000000004,,,,,,,,,,,,,,,millions,USD
Q4 2016,,,468.863,,209.918,,287.06100000000004,125.032,,,116.963,,,3698.975,10579.155,,2564.199,44.624,105.109905,,,,,,,millions,USD
FY2016,2454.648,,1744.896,71.08538576610577,657.23,26.774918440444413,950.326,350.104,14.262900424011915,3.38,794.99,,,3463.059,10010.889,,2438.779,47.534,103.524,14.76,,,,,,millions,USD
Q1 2017,,,,,285.172,,362.83900000000006,164.728,,,,,,3834.864,10361.466,,2564.62,45.403,105.275505,,,,,,,millions,USD
H1-2017,,,,,495.09,,649.9,289.76,,,552.003,,,,,,,,,,,,,,,millions,USD
Q2 2017,526.501,,,,140.664,26.716758372728634,220.68699999999998,70.808,13.448787371723892,,,,,3901.71,10498.775,,3066.734,69.777,106.059875,,,,,,,millions,USD
Q3 2017,,,,,91.792,,,35.853,,,193.558,,,,,,,,,,,,,,,millions,USD
Q4 2017,889.192,,,,242.083,27.225053756668977,330.457,314.132,35.327803219102286,2.89,173.238,,,4563.62,11264.72,,3067.469,54.75,108.564,,,,,,,millions,USD
FY2017,2759.735,,,,735.628,26.655747743895702,1055.261,396.421,14.364458906380504,3.73,867.09,,,3898.666,10749.596,,3067.045,26.409,106.1,14.064,,,,,,millions,USD
Q1 2018,1219.409,,,,270.902,22.215843904711214,360.283,178.992,14.678586101955945,1.6,,,,4721.346,11356.322,,3067.892,71.074,111.706,,,,,,,millions,USD
H1-2018,2108.601,,,,512.985,24.32821572217788,690.74,493.124,23.386311587635593,4.47,751.367,,,,,,,,110.135,,,,,,,millions,USD
Q2 2018,562.245,130.886,,,124.32,22.11135714857402,214.99099999999999,71.193,12.662273564015686,0.64,,,,4759.552,11507.624,,3068.315,20.93,111.851,,,,,,,millions,USD
Q3 2018,,,,,90.629,,,38.747,,0.35,283.9290000000001,,,,,,,,,,,,,,,millions,USD
Q4 2018,877.782,342.165,,,236.464,26.93880712978849,332.529,157.646,17.959584498201146,1.38,164.684,,,5348.195,12615.789,,3659.779,218.197,113.832,,,,,,,millions,USD
FY2018,3115.546,1167.848,,,727.934,23.364572373510136,1089.017,603.064,19.356607156498413,5.43,1124.662,,,4769.951,11874.437,,3068.665,13.771,111.012,12.863,,,,,,millions,USD
Q1 2019,1094.645,471.676,,,297.677,27.19393045233843,394.449,214.888,19.630839221848177,1.82,,,,5508.101,12674.95,,3653.713,108.353,117.756,,,,,,,millions,USD
H1-2019,1972.427,813.841,,,534.141,27.08039384981041,726.978,372.534,18.887086822478093,3.21,560.829,,,,,,,,115.794,,,,,,,millions,USD
Q2 2019,485.738,31.326,,,122.202,25.15800699142336,219.902,80.466,16.56572061481704,0.68,,,,5641.996,12881.098,,3654.135,46.163,118.43,,,,,,,millions,USD
Q3 2019,,,,,89.715,,,58.406,,0.49,248.09900000000005,,,,,,,,,,,,,,,millions,USD
