Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2022-6moStub,5.681,,,,4.206,,,5.265,92.7,4.59,2.524,-0.121,2.403,190.939,298.82,107.881,106.968,1.942,115602000.0,0.495,,,,,,millions,NZD
FY2021,0.498,,,,-1.82,,,15.115,,37.49,-0.826,-120.685,-121.511,110.254,164.937,54.683,54.254,20.496,78931000.0,1.625,,,,,,millions,NZD
H1 2022,3.766,,,,2.952,,,3.168,84.1,3.55,2.857,,,131.75,221.374,89.624,88.5,2.427,96900000.0,0.0,,,,,,millions,NZD
FY2022,8.215,,,,2.629,,,39.68,,42.43,4.169,-90.673,-86.504,186.595,289.015,102.42,100.768,1.004,112649000.0,4.115,,,,,,millions,NZD
FY2023,15.35,,,,12.492,,,10.854,70.7,8.06,5.989,-65.441,-59.452,223.092,369.831,146.739,145.48,1.258,139295000.0,0.901,1.7,,,,,millions,NZD
H1 2024,9.099,,,,7.49,,,12.384,136.1,9.18,4.869,-33.077,-28.208,216.892,423.494,206.602,128.788,6.135,139796000.0,0.0,,,,,,millions,NZD
FY2024,19.869,,,,15.965,,,24.88,125.2,17.75,9.018,-38.723,-29.705,231.102,444.543,213.441,131.207,5.52,142954000.0,0.829,4.0,,,,,millions,NZD
H1 2025,10.931,,,,8.932,,,3.478,31.8,2.42,4.214,-5.606,-1.392,230.456,445.213,214.757,133.451,3.671,145025000.0,0.0,2.16,,,,,millions,NZD
FY2025,22.276,,,,17.449,,,7.856,35.3,5.43,9.515,-6.732,2.783,235.198,452.085,216.887,132.717,5.918,146138526.0,0.583,4.91,,,,,millions,NZD
