Period,Revenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,NetIncome,NetMargin,EPSDiluted,OperatingCashFlow,CapEx,FreeCashFlow,TotalAssets,ShortTermDebt,LongTermDebt,TotalDebt,CashAndEquivalents,ShareholdersEquity,SharesOutstanding,ISGRevenue,CSGRevenue,ISGOperatingIncome,CSGOperatingIncome,Notes
FY2017,61642.0,12959.0,21.0,-3252.0,-5.3,-1672.0,-2.7,-8.52,2222.0,699.0,1523.0,118206.0,6329.0,43061.0,49390.0,9474.0,13243.0,470.0,21776.0,36754.0,2393.0,1845.0,Partial-year VMware (Sep 2016-Feb 2017); EMC merger Sep 2016; DHI Group diluted EPS; equity pre-Class V exchange
FY2018,78660.0,20054.0,25.5,-3333.0,-4.2,-3728.0,-4.7,-7.08,6810.0,1212.0,5598.0,122281.0,7873.0,43998.0,51871.0,13942.0,9326.0,470.0,30652.0,39455.0,2179.0,2193.0,DHI Group diluted EPS; VMware full year included; EMC amortization drives losses
FY2019,90621.0,25053.0,27.6,-191.0,-0.2,-2310.0,-2.5,-6.04,6991.0,1158.0,5833.0,111820.0,4320.0,49201.0,53521.0,9676.0,-5765.0,470.0,36720.0,43196.0,4151.0,1960.0,DHI Group diluted EPS; Class V transaction Dec 2018; equity deficit from leveraged EMC buyout structure
FY2020,92154.0,28933.0,31.4,2622.0,2.8,4616.0,5.0,6.03,9291.0,2576.0,6715.0,118861.0,7737.0,44319.0,52056.0,9302.0,-1574.0,766.0,33969.0,45838.0,4001.0,3138.0,Unified DELL common stock; CapEx includes $335M equipment under operating leases; VMware included
FY2021,94224.0,29417.0,31.2,5144.0,5.5,3250.0,3.4,4.22,11407.0,2082.0,9325.0,123415.0,6362.0,41622.0,47984.0,14201.0,2479.0,770.0,32588.0,48355.0,3776.0,3352.0,Last full year with VMware as continuing operations; VMware spinoff completed Nov 1 2021
FY2022,101197.0,21891.0,21.6,4659.0,4.6,5563.0,5.5,7.02,10307.0,2796.0,7511.0,92735.0,5823.0,21131.0,26954.0,9477.0,-1685.0,792.0,34366.0,61464.0,3736.0,4365.0,VMware spun off Nov 2021; annual treats VMware as discontinued for all periods; Q1-Q3 10-Qs include VMware
FY2023,102301.0,22686.0,22.2,5771.0,5.6,2442.0,2.4,3.24,3565.0,3003.0,562.0,89611.0,6573.0,23015.0,29588.0,8607.0,-3122.0,753.0,38356.0,58213.0,5045.0,3824.0,First full fiscal year post-VMware spinoff; low FCF due to high CapEx and capitalized software
FY2024,88425.0,21069.0,23.8,5411.0,6.1,3388.0,3.8,4.60,8676.0,2756.0,5920.0,82126.0,6982.0,19012.0,25994.0,7366.0,-2227.0,736.0,33885.0,48916.0,4286.0,3712.0,Revenue declined on PC market weakness; ISG AI server demand growing; FY2025 10-K restated figures used
FY2025,95567.0,21250.0,22.2,6237.0,6.5,4592.0,4.8,6.38,4521.0,2652.0,1869.0,79746.0,5204.0,19363.0,24567.0,3633.0,-1482.0,720.0,43593.0,48393.0,5579.0,2972.0,AI-driven ISG +29% YoY; record ISG revenue $43.6B; Secureworks divested; low FCF vs prior years
FY2026,113538.0,22707.0,20.0,8149.0,7.2,5936.0,5.2,8.68,11185.0,2633.0,8552.0,101286.0,7990.0,23513.0,31503.0,11528.0,-2470.0,684.0,60826.0,50984.0,7111.0,2833.0,FY ended Jan 30 2026; ISG +39% YoY driven by AI-optimized servers ($24.7B); record operating income
Q1 FY2021,21897.0,6853.0,31.3,702.0,3.2,143.0,0.7,0.19,,,,,,,,,,,,7569.0,11104.0,732.0,592.0,Derived (6M FY2021 minus Q2 FY2021); includes VMware; 3M ended ~May 1 2020; no separate BS
Q2 FY2021,22733.0,7156.0,31.5,1136.0,5.0,1048.0,4.6,1.37,,,121276.0,10345.0,43608.0,53953.0,11221.0,-419.0,,8207.0,11203.0,973.0,715.0,Includes VMware; 3M ended Jul 31 2020
Q3 FY2021,23482.0,7261.0,30.9,1129.0,4.8,832.0,3.5,1.08,,,118948.0,6536.0,43325.0,49861.0,11304.0,883.0,,8024.0,12286.0,882.0,1002.0,Includes VMware; 3M ended Oct 30 2020
Q4 FY2021,26112.0,8147.0,31.2,2177.0,8.3,1227.0,4.7,,,,,,,,,,,,,,,,,Derived (FY2021 annual minus Q1-Q3); includes VMware; no separate Q4 BS
Q1 FY2022,24487.0,7658.0,31.3,1375.0,5.6,887.0,3.6,1.13,,,121752.0,8748.0,37935.0,46683.0,14244.0,3487.0,,7911.0,13305.0,788.0,1090.0,Includes VMware pre-spinoff; 3M ended Apr 30 2021
Q2 FY2022,26122.0,7985.0,30.6,1372.0,5.3,831.0,3.2,1.05,,,122678.0,6427.0,37167.0,43594.0,11719.0,4825.0,,8432.0,14263.0,970.0,995.0,Includes VMware pre-spinoff; 3M ended Jul 30 2021
Q3 FY2022,28394.0,8059.0,28.4,1349.0,4.8,3843.0,13.5,4.87,,,135677.0,16280.0,31699.0,47979.0,22406.0,8954.0,,8428.0,16546.0,892.0,1147.0,Includes VMware; large net income includes VMware gain; 3M ended Oct 29 2021
Q1 FY2023,26116.0,5784.0,22.1,1550.0,5.9,1072.0,4.1,1.37,,,88406.0,5925.0,21197.0,27122.0,6654.0,-2462.0,,9285.0,15587.0,1082.0,1115.0,Post-VMware spinoff; 3M ended Apr 29 2022
Q2 FY2023,26425.0,5439.0,20.6,1270.0,4.8,511.0,1.9,0.68,,,88775.0,6647.0,20287.0,26934.0,5507.0,-2860.0,,9536.0,15490.0,1046.0,978.0,3M ended Jul 29 2022
Q3 FY2023,24721.0,5707.0,23.1,1762.0,7.1,245.0,1.0,0.33,,,85172.0,6767.0,20562.0,27329.0,4909.0,-3469.0,,9630.0,13775.0,1374.0,1060.0,3M ended Oct 28 2022
Q4 FY2023,25039.0,5756.0,23.0,1189.0,4.7,614.0,2.5,,,,,,,,,,,,,9905.0,13361.0,1543.0,671.0,Derived (FY2023 annual minus Q1-Q3); no separate Q4 BS
Q1 FY2024,20922.0,5018.0,24.0,1069.0,5.1,583.0,2.8,0.79,,,84094.0,5470.0,22962.0,28432.0,7631.0,-3023.0,,7593.0,11983.0,740.0,892.0,3M ended May 5 2023
Q2 FY2024,22934.0,5387.0,23.5,1165.0,5.1,462.0,2.0,0.63,,,85658.0,6961.0,20177.0,27138.0,8364.0,-2772.0,,8461.0,12942.0,1049.0,969.0,3M ended Aug 4 2023
Q3 FY2024,22251.0,5148.0,23.1,1486.0,6.7,1006.0,4.5,1.36,,,83264.0,6498.0,20119.0,26617.0,8298.0,-2664.0,,8499.0,12276.0,1069.0,925.0,3M ended Nov 3 2023
Q4 FY2024,22318.0,5516.0,24.7,1691.0,7.6,1337.0,6.0,,,,82126.0,6982.0,19012.0,25994.0,7366.0,-2227.0,,9332.0,11715.0,1428.0,926.0,Derived (FY2024 restated annual minus Q1-Q3); BS from FY2024 year-end
Q1 FY2025,22244.0,4806.0,21.6,920.0,4.1,960.0,4.3,1.32,,,80190.0,6098.0,19382.0,25480.0,5830.0,-2822.0,,9227.0,11967.0,736.0,732.0,3M ended May 3 2024; net income boosted by $408M tax benefit
Q2 FY2025,25026.0,5311.0,21.2,1342.0,5.4,846.0,3.4,1.17,,,82687.0,6711.0,17811.0,24522.0,4550.0,-2894.0,,11646.0,12414.0,1284.0,767.0,3M ended Aug 2 2024; AI-driven ISG acceleration begins
Q3 FY2025,24366.0,5307.0,21.8,1668.0,6.8,1132.0,4.6,1.58,,,81951.0,5612.0,19410.0,25022.0,5225.0,-2285.0,,11368.0,12131.0,1508.0,694.0,3M ended Nov 1 2024
Q4 FY2025,23931.0,5826.0,24.3,2307.0,9.6,1654.0,6.9,,,,79746.0,5204.0,19363.0,24567.0,3633.0,-1482.0,,11352.0,11881.0,2051.0,779.0,Derived (FY2025 annual minus Q1-Q3); BS from FY2025 year-end
Q1 FY2026,23378.0,4937.0,21.1,1165.0,5.0,965.0,4.1,1.37,,,86869.0,4845.0,23936.0,28781.0,7700.0,-3024.0,,10317.0,12509.0,998.0,653.0,3M ended May 2 2025
Q2 FY2026,29776.0,5447.0,18.3,1773.0,6.0,1164.0,3.9,1.70,,,89176.0,7154.0,21535.0,28689.0,8145.0,-2766.0,,16800.0,12503.0,1470.0,803.0,3M ended Aug 1 2025; ISG revenue +44% YoY on AI server demand
Q3 FY2026,27005.0,5593.0,20.7,2119.0,7.8,1548.0,5.7,2.28,,,87479.0,7394.0,23849.0,31243.0,9569.0,-2620.0,680.0,14107.0,12478.0,1743.0,748.0,3M ended Oct 31 2025; ISG +24% YoY; AI-optimized servers drive ISG growth
Q4 FY2026,33379.0,6730.0,20.2,3092.0,9.3,2259.0,6.8,,,,101286.0,7990.0,23513.0,31503.0,11528.0,-2470.0,,19602.0,13494.0,2900.0,629.0,Derived (FY2026 annual minus Q1-Q3); BS from FY2026 year-end (Jan 30 2026)
Q1 FY2027,43842.0,7782.0,17.8,3656.0,8.3,3438.0,7.8,5.24,4081.0,963.0,3118.0,114913.0,7550.0,23611.0,31161.0,11578.0,-1404.0,656.0,29009.0,14609.0,3055.0,1170.0,3M ended May 1 2026; ISG +181% YoY on AI server surge ($16.1B AI-optimized servers); record quarterly revenue
