Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2006,,,,,,,,,,,,,,10511.0,,,,8246.0,,,,,,,,millions,USD
FY2007,,,,,5694.0,,,4012.0,,3.4,8011.0,938.0,7073.0,11029.0,,,,15268.0,1193.0,276.0,0.63,,,,,millions,USD
H1-2008,,,,,2235.0,,,1644.0,,1.42,7967.0,405.0,7562.0,,,,,,1163.0,128.0,0.36,,,,,millions,USD
Q2 2008,,,,,774.0,,,653.0,,0.56,,,,,,,,20091.0,1163.0,,0.18,,,,,millions,USD
Q3 2008,,,,,1078.0,,,815.0,,0.7,776.0,228.0,548.0,,,,,15898.0,1158.0,,0.18,,,,,millions,USD
FY2008,28365.0,,,,3581.0,12.624713555438039,,2699.0,9.51524766437511,2.33,7773.0,977.0,6796.0,11841.0,126074.0,114233.0,60041.0,20550.0,1160.0,256.0,0.72,,,,,millions,USD
Q1 2009,,,,,544.0,,,437.0,,0.31,600.0,88.0,512.0,,,,,20810.0,1156.0,53.0,0.18,,,,,millions,USD
H1-2009,,,,,962.0,,,774.0,,0.4,2601.0,334.0,2267.0,,,,,,1161.0,121.0,0.36,,,,,millions,USD
Q2 2009,,,,,418.0,,,337.0,,0.09,2001.0,246.0,1755.0,13420.0,117035.0,103615.0,53516.0,16448.0,1189.0,,0.18,,,,,millions,USD
Q3 2009,,,,,918.0,,,640.0,,0.54,2311.0,157.0,2154.0,13943.0,120445.0,106502.0,52850.0,18648.0,1189.0,,0.18,,,,,millions,USD
Q4 2009,,,,,,,,716.0,,0.6,,,,,,,,,,,0.18,,,,,millions,USD
FY2009,24523.0,,,,2841.0,11.58504261305713,,2130.0,8.685723606410308,1.54,6337.0,722.0,5615.0,12637.0,125145.0,110739.0,77300.0,4064.0,1192.0,230.0,0.72,,,,,millions,USD
Q1 2010,,,,,1252.0,,,885.0,,0.74,2262.0,147.0,2115.0,13425.0,143314.0,129889.0,72293.0,21098.0,1197.0,64.0,0.18,,,,,millions,USD
H1-2010,,,,,2847.0,,,1902.0,,1.58,4450.0,322.0,4128.0,,,,,,1194.0,131.0,0.36,,,,,millions,USD
Q2 2010,,,,,1595.0,,,1017.0,,0.84,2188.0,175.0,2013.0,14513.0,143763.0,129250.0,69345.0,20687.0,1202.0,,0.18,,,,,millions,USD
Q3 2010,,,,,1640.0,,,1093.0,,0.91,2777.0,264.0,2513.0,15920.0,146056.0,130136.0,68828.0,,1204.0,,0.18,,,,,millions,USD
Q4 2010,,,,,,,,1062.0,,0.88,,,,,,,,,,,0.18,,,,,millions,USD
FY2010,27819.0,,,,,,,4057.0,14.583557999928107,3.37,8935.0,878.0,8057.0,18794.0,146689.0,130459.0,66416.0,654.0,1197.0,287.0,0.72,,,,,millions,USD
Q1 2011,,,,,,,,1177.0,,0.98,537.0,255.0,282.0,17482.0,143979.0,126497.0,60730.0,551.0,1202.0,76.0,0.18,,,,,millions,USD
H1-2011,,,,,,,,2508.0,,2.08,3976.0,558.0,3418.0,,,,,,1197.0,156.0,0.36,,,,,millions,USD
Q2 2011,,,,,,,,1331.0,,1.11,3439.0,303.0,3136.0,18205.0,147796.0,129591.0,61395.0,468.0,1197.0,,0.18,,,,,millions,USD
Q3 2011,,,,,,,,1235.0,,1.04,2398.0,327.0,2071.0,18100.0,148693.0,130593.0,61767.0,,1181.0,,0.18,,,,,millions,USD
Q4 2011,,,,,,,,1192.0,,1.02,,,,,,,,,,,0.18,,,,,millions,USD
FY2011,,,,,,,,4935.0,,4.14,10475.0,1189.0,9286.0,18794.0,153337.0,134543.0,59570.0,,1184.0,301.0,0.72,,,,,millions,USD
Q1 2012,,,,,,,,1256.0,,1.07,3432.0,266.0,3166.0,19907.0,151784.0,131877.0,56844.0,,1166.0,92.0,0.2,,,,,millions,USD
H1-2012,,,,,,,,2595.0,,2.23,6742.0,496.0,6246.0,,,,,,1158.0,164.0,0.4,,,,,millions,USD
Q2 2012,,,,,,,,1339.0,,1.16,3310.0,230.0,3080.0,19267.0,148128.0,128861.0,55953.0,,1152.0,,0.2,,,,,millions,USD
Q3 2012,,,,,,,,1250.0,,1.1,3872.0,269.0,3603.0,19478.0,152873.0,133395.0,56271.0,,1132.0,,0.2,,,,,millions,USD
Q4 2012,,,,,,,,637.0,,0.57,,,,,,,,,,,0.2,,,,,millions,USD
FY2012,,,,,,,,4482.0,,3.91,,1053.0,,18886.0,153140.0,134254.0,58973.0,,1141.0,297.0,0.8,,,,,millions,USD
Q1 2013,,,,,,,,1280.0,,1.15,,204.0,,19290.0,156855.0,137565.0,56366.0,,1106.0,96.0,0.2,,,,,millions,USD
H1-2013,,,,,,,,2685.0,,,,475.0,,,,,,,1101.0,197.0,0.43,,,,,millions,USD
Q2 2013,,,,,,,,1405.0,,1.28,,271.0,,19034.0,151933.0,132899.0,52675.0,,1097.0,,0.23,,,,,millions,USD
Q3 2013,,,,,,,,1366.0,,1.26,,160.0,,19216.0,150103.0,130887.0,52529.0,,1081.0,,0.23,,,,,millions,USD
Q4 2013,,,,,,,,1308.0,,1.22,,,,,,,,,,,0.23,,,,,millions,USD
FY2013,,,,,,,,5359.0,,4.91,,1006.0,,19496.0,153000.0,133879.0,55330.0,,1089.0,350.0,0.89,,,,,millions,USD
Q1 2014,,,,,,,,1432.0,,1.34,,226.0,,19977.0,151497.0,131520.0,54095.0,,1067.0,88.0,0.23,,,,,millions,USD
H1-2014,,,,,,,,2961.0,,,,546.0,,,,,,,1062.0,164.0,0.49,,,,,millions,USD
Q2 2014,,,,,,,,1529.0,,1.44,,320.0,,20213.0,152384.0,132171.0,54836.0,,1058.0,,0.26,,,,,millions,USD
Q3 2014,,,,,,,,1477.0,,1.41,,308.0,,20216.0,153862.0,133646.0,55712.0,,1047.0,,0.26,,,,,millions,USD
Q4 2014,,,,,,,,1447.0,,1.4,,,,,,,,,,,0.26,,,,,millions,USD
FY2014,,,,,,,,5885.0,,,,1195.0,,20673.0,159000.0,138430.0,57955.0,,1051.0,290.0,1.01,,,,,millions,USD
Q1 2015,,,,,,,,1525.0,,1.49,,256.0,,22000.0,155000.0,132854.0,54712.0,,1023.0,71.0,0.26,,,,,millions,USD
H1-2015,,,,,,,,2998.0,,2.92,,537.0,,,,,,,1018.0,140.0,0.55,,,,,millions,USD
Q2 2015,,,,,,,,1473.0,,1.43,,281.0,,22000.0,157000.0,135267.0,52740.0,,1013.0,,0.29,,,,,millions,USD
Q3 2015,,,,,,,,1266.0,,1.24,,342.0,,21000.0,154000.0,132881.0,48653.0,,997.0,,0.29,,,,,millions,USD
Q4 2015,,,,,,,,899.0,,0.89,,,,,,,,,,,0.29,,,,,millions,USD
FY2015,,,,,,,,5163.0,,,,1341.0,,20673.0,161000.0,140511.0,48061.0,,1003.0,234.0,1.13,,,,,millions,USD
Q1 2016,,,,,,,,1426.0,,1.45,,302.0,,20501.0,158816.0,138089.0,47311.0,,963.0,70.0,0.29,,,,,millions,USD
H1-2016,,,,,,,,3441.0,,3.55,,649.0,,,,,,,952.0,133.0,0.58,,,,,millions,USD
Q2 2016,,,,,,,,2015.0,,2.11,,347.0,,21000.0,160000.0,138930.0,50649.0,,941.0,,0.29,,,,,millions,USD
Q3 2016,,,,,,,,1142.0,,1.21,,326.0,,21000.0,153000.0,132360.0,44894.0,,923.0,,0.32,,,,,millions,USD
Q4 2016,,,,,,,,825.0,,0.88,,,,,,,,,,,0.32,,,,,millions,USD
FY2016,,,,,,,,5375.0,,,,1375.0,,20523.0,159000.0,138392.0,46990.0,,935.0,254.0,1.22,,,,,millions,USD
Q1 2017,6047.0,,,,,,,1251.0,20.68794443525715,1.36,,277.0,,20935.0,161000.0,140450.0,51647.0,,903.0,89.0,0.32,,,,,millions,USD
H1-2017,12072.0,,,,,,,2595.0,21.496023856858848,2.83,,538.0,,,,,,,898.0,152.0,0.64,,,,,millions,USD
Q2 2017,6224.0,,,,,,,1344.0,21.59383033419023,1.48,,261.0,,21175.0,167000.0,145822.0,51945.0,,893.0,,0.32,,,,,millions,USD
Q3 2017,6172.0,,,,,,,1359.0,22.018794556059625,1.51,,274.0,,21085.0,169000.0,147492.0,48762.0,,881.0,,0.35,,,,,millions,USD
Q4 2017,,,,,,,,-1206.0,,-1.42,,,,,,,,,,,0.35,,,,,millions,USD
FY2017,24780.0,,,,,,,2748.0,11.08958837772397,,13540.0,1062.0,12478.0,18261.0,181000.0,162935.0,55804.0,,886.0,283.0,1.34,,,,,millions,USD
Q1 2018,6387.0,,,,,,,1634.0,25.58321590731173,1.86,,237.0,,19613.0,180000.0,160343.0,52461.0,,861.0,84.0,0.35,,,,,millions,USD
H1-2018,13061.0,,,,,,,3257.0,24.936834851849017,3.71,5096.0,536.0,4560.0,,,,,,862.0,154.0,0.7,,,,,millions,USD
Q2 2018,6674.0,,,,,,,1623.0,24.31824992508241,1.85,,299.0,,20892.0,185000.0,163969.0,55883.0,,862.0,,0.35,,,,,millions,USD
