Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2021,190.71,141.913,48.797,25.6,10.659,5.6,15.5,2.442,1.3,0.01,24.064,0.674,21.164,54.198,102.385,48.187,15.864,1.599,242.438,0.305,,,,,,millions,NZD
H1 FY2022,98.441,72.598,25.843,26.3,13.676,13.9,16.0,9.435,9.6,0.04,12.488,0.369,11.131,63.633,102.853,39.22,5.887,1.844,242.438,0.152,,,,,,millions,NZD
FY2022,193.954,141.282,52.672,27.2,28.886,14.9,34.2,20.007,10.3,0.08,29.534,2.879,24.098,66.91,105.668,38.758,3.411,5.913,242.438,0.0,0.07,,,,,millions,NZD
H1 FY2023,94.41,70.557,23.853,25.3,8.828,9.4,11.519,5.878,6.2,0.02,5.481,2.811,1.391,63.175,106.493,43.318,6.001,0.134,242.646,0.127,,,,,,millions,NZD
FY2023,175.694,134.319,41.375,23.5,12.496,7.1,18.166,7.85,4.5,0.03,9.758,7.747,-0.592,57.978,108.551,50.573,15.415,0.15,242.646,0.266,0.03,,,,,millions,NZD
H1 FY2024,83.835,65.375,18.46,22.0,4.529,5.4,7.356,2.506,3.0,0.01,4.929,2.485,1.144,60.76,107.637,46.877,14.272,0.152,246.548,0.276,,,,,,millions,NZD
FY2024,162.235,125.517,36.718,22.6,10.589,6.5,16.031,6.044,3.7,0.02,9.799,3.848,3.5,64.592,104.119,39.527,11.918,0.15,246.548,0.57,0.005,,,,,millions,NZD
H1 FY2025,82.216,62.413,19.803,24.1,4.99,6.1,7.773,2.952,3.6,0.01,6.26,1.805,3.306,66.586,105.522,38.936,11.46,1.763,251.041,0.263,,,,,,millions,NZD
FY2025,162.102,124.403,37.699,23.3,10.22,6.3,16.073,6.35,3.9,0.03,13.227,3.17,7.653,68.663,103.517,34.854,8.473,1.534,251.041,0.52,0.015,,,,,millions,NZD
H1 FY2026,85.379,66.661,18.718,21.9,4.144,4.9,7.19,2.859,3.3,0.01,5.803,1.433,3.107,70.11,105.474,35.364,5.642,0.105,254.956,0.28,,,,,,millions,NZD
FY2026,170.221,134.105,36.116,21.2,10.088,5.9,16.367,6.686,3.9,0.03,13.532,2.872,8.539,72.414,106.805,34.391,2.5,0.623,254.956,0.514,0.019,,,,,millions,NZD
