Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
H1 FY2016,196.634,,,,4.057,2.1,16.297,60.801,30.9,23.9,42.23,6.316,35.914,278.531,481.959,203.428,111.762,13.805,196.011,0.0,,,,,,millions,NZD
FY2016,407.856,,,,22.798,5.6,46.643,74.543,18.3,30.9,61.682,15.956,45.726,285.559,483.54,197.981,111.6,16.242,196.011,0.144,,,,,,millions,NZD
H1 FY2017,190.625,,,,13.591,7.1,25.648,7.766,4.1,4.0,7.384,6.801,0.583,281.737,472.977,191.24,115.235,8.4,196.011,0.171,,,,,,millions,NZD
FY2017,390.688,,,,33.829,8.7,58.775,20.885,5.3,10.7,39.455,15.046,24.409,289.032,468.085,179.053,99.788,9.57,196.011,1.225,,,,,,millions,NZD
H1 FY2018,189.094,,,,7.615,4.0,20.704,3.657,1.9,1.9,3.052,7.11,-4.058,281.123,464.567,183.444,118.641,12.556,196.011,0.186,,,,,,millions,NZD
FY2018,388.269,,,,21.024,5.4,45.579,11.572,3.0,6.0,21.842,14.08,7.762,286.636,462.777,176.141,109.992,11.717,196.011,0.581,,,,,,millions,NZD
H1 FY2019,180.741,,,,6.38,3.5,23.39,0.95,0.5,0.6,18.343,4.465,13.878,281.771,528.945,247.174,195.824,10.864,196.011,0.118,,,,,,millions,NZD
FY2019,371.079,,,,24.897,6.7,56.569,-165.172,-44.5,-83.77,46.971,11.84,35.131,116.47,353.844,237.374,185.032,14.416,196.556,0.311,,,,,,millions,NZD
H1 FY2020,149.039,,,,8.211,5.5,23.208,3.011,2.0,1.64,27.674,3.3,24.374,119.052,338.611,219.559,169.867,25.013,196.556,0.212,,,,,,millions,NZD
FY2020,322.139,,,,30.697,9.5,60.921,14.242,4.4,7.36,4.187,6.34,-2.153,132.088,338.256,206.168,152.831,11.56,197.57,1.095,,,,,,millions,NZD
H1 FY2021,172.283,,,,14.656,8.5,29.944,5.564,3.2,2.89,21.885,2.734,19.151,138.309,321.633,183.324,130.861,10.948,197.57,0.294,,,,,,millions,NZD
FY2021,348.559,,,,52.461,15.1,78.78,34.434,9.9,17.54,51.842,6.505,45.337,157.114,312.368,155.254,96.785,13.538,197.57,7.1,,,,,,millions,NZD
H1 FY2022,173.342,,,,14.644,8.4,27.642,8.457,4.9,4.44,11.857,4.109,7.748,141.221,308.08,166.859,101.274,6.847,196.699,0.375,,,,,,millions,NZD
FY2022,355.433,,,,37.06,10.4,64.451,22.68,6.4,12.09,37.489,10.686,26.803,137.778,306.237,168.459,114.308,5.67,196.699,7.1,,,,,,millions,NZD
H1 FY2023,163.296,,,,6.715,4.1,20.524,1.978,1.2,1.33,8.841,5.431,3.41,128.719,298.487,169.768,124.23,5.746,183.914,0.2,,,,,,millions,NZD
FY2023,340.752,,,,26.022,7.6,54.645,12.2,3.6,6.95,41.506,11.037,30.469,132.447,290.399,157.952,108.167,5.524,183.914,1.683,,,,,,millions,NZD
H1 FY2024,168.294,,,,6.747,4.0,20.715,1.893,1.1,1.01,12.118,6.409,5.709,125.243,292.211,166.968,116.351,7.652,186.635,0.0,,,,,,millions,NZD
FY2024,345.924,,,,20.241,5.9,50.127,-16.04,-4.6,-8.59,37.857,12.714,25.143,101.263,254.565,153.302,108.567,4.641,188.645,0.354,,,,,,millions,NZD
H1 FY2025,163.554,,,,3.237,2.0,18.909,-0.393,-0.2,-0.21,14.97,5.643,9.327,89.805,248.477,158.672,113.786,3.984,187.9,0.474,,,,,,millions,NZD
FY2025,341.279,,,,25.303,7.4,56.262,13.087,3.8,6.96,50.362,10.659,39.703,97.86,238.843,140.983,95.99,8.804,189.632,0.341,,,,,,millions,NZD
