Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2007,,,,,,,,,,,,,,403.2,,,,86.654,,,,,,,,millions,USD
Q4 2008,1478.292,737.101,741.191,50.13833532211499,238.539,16.13612195696114,,131.371,8.88667462179326,2.25,140.784,51.099,89.685,,,,,85.756,58.915,4.456,,,,,,millions,USD
FY2008,6522.706,3254.645,3268.061,50.10284075351549,1124.134,17.234166310730547,1293.643,641.606,9.83650037269808,10.14,921.1,243.594,677.5060000000001,229.687,,,,242.461,63.875,18.4,,,,,,millions,USD
Q1 2009,1447.877,728.579,719.298,49.679496255552095,214.696,14.828331412129621,,115.864,8.002337215108742,2.05,,,,,,,,107.973,57.165,,,,,,,millions,USD
H1-2009,2926.169,1465.681,1460.488,49.91126623240148,453.234,15.488989186885652,535.198,247.235,8.44910188030835,4.31,148.294,98.146,50.14800000000001,,,,,,58.04,9.307,,,,,,millions,USD
Q2 2009,1658.16,825.253,832.907,50.23079799295604,305.232,18.407873787813,,173.689,10.474803396535918,3.18,,,,,,,,94.287,55.456,,,,,,,millions,USD
Q3 2009,2232.494,,1123.053,50.30486084173127,417.596,18.70535822268727,,236.126,10.57678094543591,4.49,386.726,61.94099999999999,324.785,,,,,,,,,,,,,millions,USD
Q4 2009,1589.244,789.32,799.924,50.333617745292734,260.428,16.386911009259748,302.994,143.3,9.016865880884245,2.86,230.881,53.439,177.442,-483.965,5385.823,,2739.5,79.603,50.824,4.3,,,,,,millions,USD
FY2009,6816.824,3400.375,3416.449,50.11789947928831,1176.062,17.252345080348267,1356.495,657.049,9.638638169329294,11.89,923.808,272.247,651.5609999999999,-433.074,5318.405,,2726.9,92.706,55.992,19.135,,,,,,millions,USD
Q1 2010,1506.225,752.489,753.736,50.04139487792328,230.381,15.295258012581122,,123.333,8.18821889159986,2.49,,,,-421.671,5424.992,,2774.7,105.161,50.186,4.6,,,,,,millions,USD
H1-2010,3095.469,1541.809,1553.66,50.19142495046792,490.81,15.855755622169049,577.909,266.633,8.613654344462827,5.36,348.908,111.128,237.78000000000003,,,,,,50.505,8.9,,,,,,millions,USD
Q2 2010,1821.99,898.869,923.121,50.66553603477516,355.865,19.531665925718585,,202.745,11.127668099166296,4.19,,,,-461.95,5452.77,,2698.5,95.762,49.212,4.3,,,,,,millions,USD
Q3 2010,2445.159,,1234.963,50.506449682822264,472.74,19.33371204081207,,268.933,10.99858945778168,5.77,392.09899999999993,68.938,323.16099999999994,,,,,,,,,,,,,millions,USD
Q4 2010,1791.662,883.914,907.748,50.66513661616979,306.121,17.085867758539276,350.412,172.076,9.604266876230003,3.85,357.353,45.811,311.54200000000003,-817.168,5640.489,,2845.7,98.013,45.634,5.1,,,,,,millions,USD
FY2010,7362.618,3650.874,3711.744,50.41337198262901,1319.414,17.92044623257651,1511.498,738.311,10.027832491105745,15.23,1196.252,315.4,880.852,-738.765,5571.594,,2882.3,98.28,49.304,19.12,,,,,,millions,USD
Q1 2011,1660.946,815.335,845.611,50.9114083179104,271.748,16.361037625545922,,148.056,8.913956263478767,3.41,,,,-1038.412,5765.603,,3208.3,107.881,44.378,7.0,,,,,,millions,USD
