Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2006,,,,,,,,,,,,,,9031.0,,,,461.0,,,,,,,,millions,USD
FY2007,10030.0,,,,2260.0,22.532402791625124,,1336.0,13.320039880358921,3.11,2184.0,-1773.0,411.0,8633.0,,,,368.0,407.864,,,,,,,millions,USD
Q1 2008,2713.0,,,,626.0,23.074087725764837,,351.0,12.937707335053448,0.87,734.0,446.0,288.0,,,,,1570.0,,,,,,,,millions,USD
H1-2008,5620.0,,,,1343.0,23.896797153024913,,736.0,13.09608540925267,1.82,1343.0,912.0,431.0,,,,,,,,,,,,,millions,USD
Q2 2008,2907.0,,,,717.0,24.664602683178536,,385.0,13.24389404884761,0.95,609.0,466.0,143.0,,,,,1398.0,,,,,,,,millions,USD
Q3 2008,2961.0,,,,733.0,24.75515028706518,,382.0,12.901046943600136,0.95,848.0,396.0,452.0,,,,,895.0,,,,,,,,millions,USD
FY2008,11255.0,,,,2751.0,24.442470013327412,,1355.0,12.039093736117282,3.39,2893.0,1719.0,1174.0,7985.0,26288.0,18220.0,7831.0,669.0,408.62,38.0,0.77,,,,,millions,USD
Q1 2009,2247.0,,,,520.0,23.14196706720071,,245.0,10.903426791277258,0.63,449.0,309.0,140.0,8205.0,26567.0,18362.0,8309.0,1056.0,,,,,,,,millions,USD
H1-2009,4432.0,,,,1097.0,24.751805054151625,,550.0,12.409747292418773,1.4,971.0,657.0,314.0,,,,,,394.735,3.0,,,,,,millions,USD
Q2 2009,2185.0,,,,577.0,26.407322654462245,,305.0,13.958810068649885,0.78,522.0,348.0,174.0,8456.0,26735.0,18279.0,8251.0,1108.0,395.37,11.0,,,,,,millions,USD
Q3 2009,2289.0,,,,594.0,25.950196592398427,,290.0,12.669287898645699,0.74,618.0,374.0,244.0,8689.0,27020.0,18331.0,8222.0,1240.0,396.333,9.0,,,,,,millions,USD
Q4 2009,2320.0,,,,579.0,24.95689655172414,,303.0,13.060344827586206,0.77,,,,,,,,,,,,,,,,millions,USD
FY2009,9041.0,,,,2270.0,25.107842052870254,,1143.0,12.642406813405596,0.97,2039.0,1426.0,613.0,8768.0,26887.0,18119.0,8121.0,1029.0,1187.0,17.0,0.29,,,,,millions,USD
Q1 2010,2491.0,,,,632.0,25.37133681252509,,305.0,12.244078683259735,0.26,744.0,328.0,416.0,8885.0,27193.0,18308.0,7989.0,993.0,394.323,23.0,,,,,,millions,USD
H1-2010,5154.0,,,,1400.0,27.16336825766395,,719.0,13.950329840900272,0.62,1422.0,687.0,735.0,,,,,,1171.071,32.0,,,,,,millions,USD
Q2 2010,2663.0,,,,768.0,28.839654524971834,,414.0,15.54637626736763,1.08,678.0,359.0,319.0,8577.0,26744.0,18167.0,8548.0,633.0,1159.173,9.0,,,,,,millions,USD
Q3 2010,2666.0,,,,825.0,30.945236309077266,,414.0,15.528882220555138,1.09,855.0,416.0,439.0,8638.0,27029.0,18391.0,8507.0,636.0,1145.0,13.0,,,,,,millions,USD
Q4 2010,2816.0,,,,846.0,30.042613636363637,,430.0,15.269886363636365,1.15,,,,,,,,,,,,,,,,millions,USD
FY2010,10636.0,,,,3071.0,28.873636705528394,,1563.0,14.695374200827379,1.37,3261.0,1840.0,1421.0,8798.0,28141.0,19441.0,9277.0,1292.0,1154.0,62.0,0.33,,,,,millions,USD
H1-2011,5829.0,,,,1699.0,29.14736661519986,,901.0,15.457196774746954,0.81,1585.0,945.0,640.0,,,,,,1112.0,22.0,,,,,,millions,USD
Q2 2011,2827.0,,,,790.0,27.94481782808631,,406.0,14.361513972408915,0.37,495.0,379.0,116.0,8756.0,27577.0,18821.0,8643.0,534.0,1115.0,12.0,,,,,,millions,USD
Q3 2011,3013.0,,,,920.0,30.53435114503817,,502.0,16.661135081314306,0.46,1000.0,491.0,509.0,8268.0,28248.0,19980.0,8654.0,580.0,1077.0,7.0,0.12,,,,,millions,USD
Q4 2011,2993.0,,,,883.0,29.502171734046108,,483.0,16.137654527230204,0.44,,,,,,,,,,,,,,,,millions,USD
FY2011,11795.0,,,,3470.0,29.419245442984316,,1854.0,15.718524798643493,1.71,3491.0,2297.0,1194.0,8598.0,29491.0,20893.0,9748.0,783.0,1089.0,30.0,0.45,,,,,millions,USD
Q1 2012,3018.0,,,,908.0,30.086149768058316,,481.0,15.937707090788603,0.46,444.0,469.0,-25.0,8504.0,29186.0,20682.0,9125.0,627.0,1049.0,0.0,,,,,,millions,USD
H1-2012,5978.0,,,,1799.0,30.093676814988292,,961.0,16.07561057209769,0.92,1291.0,1223.0,68.0,,,,,,1046.0,4.0,,,,,,millions,USD
Q2 2012,2986.0,,,,917.0,30.70997990622907,,496.0,16.610850636302747,0.48,847.0,754.0,93.0,8895.0,29589.0,20694.0,9089.0,642.0,1043.0,4.0,,,,,,millions,USD
Q3 2012,2864.0,,,,824.0,28.77094972067039,,437.0,15.258379888268156,0.42,1013.0,607.0,406.0,9031.0,29930.0,20899.0,9063.0,693.0,1040.0,6.0,,,,,,millions,USD
Q4 2012,2895.0,,,,815.0,28.151986183074268,,449.0,15.509499136442143,0.44,,,,,,,,,,,,,,,,millions,USD
FY2012,11763.0,,,,3464.0,29.44826999914988,,1863.0,15.837796480489672,1.8,2946.0,2341.0,605.0,9136.0,30723.0,21587.0,9832.0,784.0,1040.0,14.0,0.54,,,,,millions,USD
Q1 2013,2963.0,,,,880.0,29.699628754640568,,462.0,15.592305096186298,0.45,731.0,491.0,240.0,9348.0,30586.0,21238.0,9418.0,705.0,1023.0,-3.0,,,,,,millions,USD
