Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2015,11915.0,,,,1022.0,8.6,,1107.0,9.3,6.67,1004.0,198.0,806.0,6887.0,16263.0,,3813.0,1950.0,168452917.0,32.0,,,,,,millions,EUR
FY2016,12539.0,,,,1148.0,9.2,,908.0,7.2,5.44,1319.0,197.0,1122.0,7272.0,16459.0,,3412.0,1879.0,169450721.0,54.0,,,,,,millions,EUR
FY2017,12792.0,,,,1183.0,9.2,,808.0,6.3,4.88,1330.0,241.0,1089.0,6956.0,16039.0,,3372.0,1988.0,168057561.0,64.0,,,,,,millions,EUR
H1 FY2018,6467.0,,,,521.0,8.1,,313.0,4.8,1.88,110.0,112.0,-2.0,6992.0,16203.0,,4138.0,1751.0,167323709.0,,,,,,,millions,EUR
FY2018,13197.0,,,,1251.0,9.5,,724.0,5.5,4.37,1396.0,236.0,1160.0,7480.0,16498.0,,3357.0,2006.0,167088363.0,84.0,,,,,,millions,EUR
H1 FY2019,7007.0,,,,658.0,9.4,,387.0,5.5,2.34,337.0,120.0,217.0,7466.0,17314.0,,3497.0,1669.0,165843357.0,,,,,,,millions,EUR
FY2019,14125.0,,,,1433.0,10.1,,852.0,6.0,5.15,1794.0,222.0,1572.0,8424.0,18135.0,,3281.0,2461.0,166171198.0,88.0,,,,,,millions,EUR
H1 FY2020,7581.0,,,,577.0,7.6,,309.0,4.1,1.86,362.0,99.0,263.0,5922.0,21762.0,,8485.0,2149.0,167646025.0,,,,,,,millions,EUR
FY2020,15848.0,,,,1502.0,9.5,,955.0,6.0,5.71,1661.0,206.0,1455.0,6103.0,21954.0,,8078.0,2836.0,167620101.0,93.0,,,,,,millions,EUR
H1 FY2021,8711.0,,,,812.0,9.3,,444.0,5.1,2.63,765.0,85.0,680.0,6681.0,22265.0,,7770.0,2623.0,168453627.0,,,,,,,millions,EUR
FY2021,18160.0,,,,1839.0,10.1,,1159.0,6.4,6.87,2581.0,266.0,2315.0,8467.0,24033.0,,6741.0,3129.0,168574058.0,125.0,,,,,,millions,EUR
H1 FY2022,10688.0,,,,1068.0,10.0,,668.0,6.2,3.91,569.0,146.0,423.0,8938.0,24666.0,,6849.0,2403.0,170561706.0,,,,,,,millions,EUR
FY2022,21995.0,,5832.0,26.5,2393.0,10.9,,1550.0,7.0,9.09,2517.0,290.0,2227.0,9727.0,25479.0,,6757.0,3802.0,170251066.0,164.0,,,,,,millions,EUR
H1 FY2023,11426.0,,,,1151.0,10.1,,812.0,7.1,4.7,244.0,127.0,117.0,10063.0,25551.0,,7002.0,3195.0,171947414.0,,,,,,,millions,EUR
FY2023,22522.0,,6048.0,26.9,2346.0,10.4,,1668.0,7.4,9.7,2525.0,259.0,2266.0,10454.0,24700.0,,5746.0,3536.0,171350138.0,252.0,,,,,,millions,EUR
H1 FY2024,11138.0,,2936.0,26.4,1147.0,10.3,,838.0,7.5,4.88,456.0,136.0,320.0,10843.0,24859.0,,5697.0,2572.0,170981563.0,,,,,,,millions,EUR
FY2024,22096.0,,6052.0,27.4,2356.0,10.7,,1677.0,7.6,9.82,2526.0,315.0,2211.0,11775.0,25660.0,13863.0,5144.0,2789.0,170201409.0,273.0,,,,,,millions,EUR
H1 FY2025,11107.0,,2974.0,26.8,976.0,8.8,,726.0,6.5,4.26,370.0,131.0,239.0,10972.0,24383.0,,5190.0,2110.0,169952974.0,116.0,,,,,,millions,EUR
FY2025,22465.0,,6075.0,27.0,2199.0,9.8,,1607.0,7.2,9.46,2482.0,287.0,2195.0,11648.0,29060.0,17388.0,8338.0,2814.0,169347632.0,266.0,,,,,,millions,EUR
H1 FY2026,12082.0,,,,878.0,7.3,,500.0,4.1,2.96,357.0,123.0,234.0,11615.0,30372.0,,9056.0,2279.0,168337662.0,92.0,,,,,,millions,EUR
