Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2017,20.297,,,,,,,15.687,77.3,13.51,2.397,,2.397,105.926,108.25,2.324,0.0,4.865,118.431288,0.0,6.81,,,,,millions,NZD
FY2018,28.69,,,,,,,23.822,83.0,20.2,7.754,,7.754,121.404,126.08,4.676,0.0,4.287,119.304538,0.0,7.59,,,,,millions,NZD
FY2019,11.791,,,,,,,8.37,71.0,6.68,10.835,,10.835,140.609,141.223,0.614,0.0,2.941,146.635412,0.0,7.87,,,,,millions,NZD
FY2020,26.938,,,,,,,22.557,83.7,15.17,6.677,,6.677,156.164,159.93,3.766,0.0,2.64,151.897797,0.0,7.9,,,,,millions,NZD
H1-2021,32.254,,,,,,,25.844,80.1,15.99,-19.563,,-19.563,206.276,211.201,4.925,0.0,7.359,187.712148,0.0,,,,,,millions,NZD
FY2021,78.062,,,,,,,69.18,88.6,39.55,-16.584,,-16.584,244.381,252.064,7.683,0.0,5.102,190.259965,0.0,8.84,,,,,millions,NZD
H1-2022,6.257,,,,,,,3.599,57.5,1.88,5.275,,5.275,242.076,243.199,1.123,0.0,4.472,192.793979,0.0,,,,,,millions,NZD
FY2022,-58.473,,,,,,,-60.427,,-31.34,3.369,,3.369,178.094,180.347,2.253,0.0,2.609,200.605735,0.0,9.68,,,,,millions,NZD
H1-2023,-9.403,,,,,,,-11.567,,-5.74,7.515,,7.515,161.912,162.972,1.06,0.0,5.503,203.600766,0.0,,,,,,millions,NZD
FY2023,27.637,,,,,,,23.598,85.4,11.63,22.581,,22.581,192.752,202.366,9.614,0.0,16.246,206.666696,0.0,7.11,,,,,millions,NZD
H1-2024,12.351,,,,,,,10.185,82.5,4.88,-11.404,,-11.404,201.594,202.17,0.576,0.0,3.479,213.675736,0.0,,,,,,millions,NZD
FY2024,42.941,,,,,,,37.191,86.6,17.59,-2.023,,-2.023,222.904,225.433,2.529,0.0,7.18,216.583976,0.0,7.59,,,,,millions,NZD
H1-2025,11.289,,,,,,,8.073,71.5,3.72,8.397,,8.397,224.739,230.916,6.177,0.0,9.521,219.4443,0.0,,,,,,millions,NZD
FY2025,5.875,,,,,,,0.331,5.6,0.15,7.164,,7.164,212.076,214.936,2.86,0.0,3.184,223.736794,0.0,8.01,,,,,millions,NZD
H1-2026,9.351,,,,,,,6.462,69.1,2.88,7.164,,7.164,213.343,214.939,1.596,0.0,5.204,227.281977,0.0,,,,,,millions,NZD
