Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2019,3.817,,,,-18.231,-477.6,-17.85,-17.918,-469.4,-0.036,-17.507,0.156,-17.663,13.91,16.566,2.656,0.084,12.847,504.426,4.507,,,,,,millions,NZD
FY2020,4.37,,,,-19.13,-437.8,-17.709,-18.886,-432.2,-0.032,-15.385,0.183,-15.568,14.504,19.328,4.824,1.554,14.784,581.344,4.542,,,,,,millions,NZD
FY2021,7.701,,,,-14.575,-189.3,-13.203,-14.223,-184.7,-0.02,-13.57,0.378,-13.948,25.109,31.184,6.075,2.878,23.129,714.031,4.038,,,,,,millions,NZD
FY2022,11.445,,,,-20.53,-179.4,-18.853,-19.788,-172.9,-0.026,-17.552,1.126,-18.678,108.376,115.282,6.906,1.923,105.412,767.924,3.145,,,,,,millions,NZD
FY2023,19.616,,,,-32.056,-163.4,-27.593,-26.965,-137.5,-0.033,-25.575,2.909,-28.484,82.763,90.913,8.15,1.222,77.791,810.226,4.418,,,,,,millions,NZD
FY2024,23.907,,,,-33.599,-140.5,-30.362,-29.535,-123.5,-0.036,-25.75,1.372,-27.122,54.622,65.448,10.826,4.073,50.261,810.727,5.607,,,,,,millions,NZD
H1 FY2025,10.959,,,,,,,-14.503,-132.3,,-12.474,,,,,,,35.931,,,,,,,,millions,NZD
FY2025,21.846,,,,-31.803,-145.6,-29.103,-29.936,-137.0,-0.037,-24.74,1.273,-26.013,26.085,37.03,10.945,2.901,22.568,811.736,6.86,,,,,,millions,NZD
H1 FY2026,5.939,,,,,,,-19.116,-321.9,,-19.026,,,,,,,22.121,,,,,,,,millions,NZD
FY2026,11.499,,,,-36.346,-316.1,-33.686,-35.778,-311.1,-0.038,-31.938,0.132,-32.07,10.659,17.602,6.943,1.285,7.776,944.534,7.577,,,,,,millions,NZD
