Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
FY2018,12016.6,,,,204.8,1.7,575.0,71.1,0.6,0.107,583.3,403.8,179.5,3205.1,7788.2,4583.1,1521.2,606.2,590.5,2.8,,,,,,millions,AUD
FY2019,12789.4,,,,462.2,3.6,822.2,276.3,2.2,0.429,630.2,391.0,239.2,3050.2,8008.0,4957.8,1703.5,710.7,591.2,4.0,,,,,,millions,AUD
FY2020,12669.4,,,,-41.3,-0.3,475.9,-155.7,-1.2,-0.266,178.8,352.4,-173.6,2620.5,8672.5,6052.0,2814.5,588.5,592.3,4.8,,,,,,millions,AUD
FY2021,11530.2,,,,334.8,2.9,829.2,183.7,1.6,0.254,708.7,278.6,430.1,2957.4,8072.1,5114.7,2144.4,811.4,692.9,-0.4,,,,,,millions,AUD
FY2022,10989.0,,,,323.2,2.9,665.4,152.0,1.4,0.213,495.4,279.8,215.6,2834.0,7461.0,4627.0,1905.6,738.5,684.2,4.2,,,,,,millions,AUD
H1 FY2023,5693.1,,,,129.8,2.3,290.6,68.1,1.2,0.093,-35.4,100.2,-135.6,2289.8,7314.3,5024.5,1596.4,889.1,672.6,-0.4,,,,,,millions,AUD
FY2023,11640.4,,,,-253.5,-2.2,82.7,-385.7,-3.3,-0.59,318.2,263.0,55.2,2289.8,7225.4,4935.6,2133.6,889.1,671.2,-0.8,,,,,,millions,AUD
H1 FY2024,5537.1,,,,127.6,2.3,297.8,72.1,1.3,0.098,168.2,75.8,92.4,2302.2,6584.0,4281.8,1735.2,553.4,670.4,1.5,,,,,,millions,AUD
FY2024,10979.5,,,,180.5,1.6,526.5,82.1,0.7,0.103,544.1,146.3,397.8,2259.4,6748.2,4488.8,1805.9,837.6,670.4,3.2,,,,,,millions,AUD
H1 FY2025,5196.2,,,,133.4,2.6,296.9,75.5,1.5,0.103,220.1,58.8,161.3,2249.9,6209.3,3959.4,1590.3,639.8,670.4,2.3,,,,,,millions,AUD
FY2025,10481.5,,,,283.2,2.7,625.7,149.1,1.4,0.204,562.5,122.9,439.6,2240.3,6479.0,4238.7,1537.0,833.8,670.8,3.7,,,,,,millions,AUD
H1 FY2026,4828.0,,,,175.5,3.6,317.3,98.0,2.0,0.14,226.8,55.9,170.9,2149.8,6081.6,3931.8,1295.5,683.4,668.2,1.7,,,,,,millions,AUD
