Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,Units,Currency
FY2021,0.205772,0.0,0.205772,,-2.507924,,,-3.117408,,-2.44,-3.141896,-0.29291,-3.434806,17.062874,23.501603,6.438729,5.573685,5.515247,127.518857,0.281135,,millions,NZD
FY2022,0.140601,-3.261178,-3.120577,,-6.989815,,,-8.222691,,-5.86,-5.359763,-0.345147,-5.70491,11.868368,18.095967,6.227599,3.671577,1.911668,140.435616,0.078455,,millions,NZD
