Date,Close
2016-10-01,4.145
2016-11-01,4.167
2016-12-01,4.287
2017-01-01,5.082
2017-02-01,5.921
2017-03-01,6.809
2017-04-01,7.595
2017-05-01,9.186
2017-06-01,8.69
2017-07-01,9.237
2017-08-01,11.092
2017-09-01,11.649
2017-10-01,9.949
2017-11-01,10.382
2017-12-01,10.1
2018-01-01,12.792
2018-02-01,13.821
2018-03-01,12.459
2018-04-01,13.363
2018-05-01,14.809
2018-06-01,14.589
2018-07-01,13.821
2018-08-01,14.567
2018-09-01,16.446
2018-10-01,13.815
2018-11-01,15.266
2018-12-01,13.845
2019-01-01,16.847
2019-02-01,18.915
2019-03-01,20.662
2019-04-01,24.353
2019-05-01,27.49
2019-06-01,30.015
2019-07-01,31.788
2019-08-01,38.539
2019-09-01,31.166
2019-10-01,31.357
2019-11-01,33.675
2019-12-01,39.758
2020-01-01,46.566
2020-02-01,46.331
2020-03-01,41.693
2020-04-01,63.229
2020-05-01,75.78
2020-06-01,94.92
2020-07-01,102.4
2020-08-01,106.642
2020-09-01,102.297
2020-10-01,92.543
2020-11-01,109.038
2020-12-01,113.195
2021-01-01,109.859
2021-02-01,128.097
2021-03-01,110.65
2021-04-01,118.251
2021-05-01,124.287
2021-06-01,146.098
2021-07-01,149.993
2021-08-01,152.478
2021-09-01,135.578
2021-10-01,146.673
2021-11-01,152.179
2021-12-01,137.739
2022-01-01,96.424
2022-02-01,69.426
2022-03-01,67.596
2022-04-01,42.682
2022-05-01,37.512
2022-06-01,31.24
2022-07-01,34.83
2022-08-01,31.65
2022-09-01,26.94
2022-10-01,34.23
2022-11-01,40.88
2022-12-01,34.71
2023-01-01,49.27
2023-02-01,41.14
2023-03-01,47.94
2023-04-01,48.45
2023-05-01,57.19
2023-06-01,64.6
2023-07-01,67.58
2023-08-01,66.49
2023-09-01,54.57
2023-10-01,47.19
2023-11-01,72.82
2023-12-01,77.9
2024-01-01,80.07
2024-02-01,76.37
2024-03-01,77.17
2024-04-01,70.2
2024-05-01,59.15
2024-06-01,66.05
2024-07-01,61.2
2024-08-01,74.07
2024-09-01,80.14
2024-10-01,78.21
2024-11-01,115.6
2024-12-01,106.33
2025-01-01,116.8
2025-02-01,112
2025-03-01,95.48
2025-04-01,95
2025-05-01,107.22
2025-06-01,115.35
2025-07-01,122.21
2025-08-01,141.28
2025-09-01,148.61
2025-10-01,173.86
2025-11-01,158.64
2025-12-01,160.97
2026-01-01,131.23
2026-02-01,120.73
2026-03-01,118.62
2026-04-01,121.13
2026-05-01,118.71
2026-06-01,114.18
2026-07-01,117.15
2026-08-01,147.37
2026-09-01,145.09
2026-09-04,145.09
