Shandong Weigao Group Medical Polymer Company Limited*
山東威高集團醫用高分子製品股份有限公司
(a joint stock limited company incorporated in the People’s Republic of China with limited liability)
（在中華人民共和國註冊成立的股份有限公司）
 (Stock Code 股票號碼 : 1066)

* For identification purposes only
 僅供識別




Annual Report 2018 年報
                                                              CONTENTS
                                                                  目錄




CORPORATE INFORMATION                            公司資料                2

CORPORATE PROFILE                                公司簡介                4

CHAIRMAN’S STATEMENT                             主席報告書               5

MANAGEMENT DISCUSSION AND ANALYSIS               管理層討論與分析            9

REPORT OF THE SUPERVISORY COMMITTEE              監事會報告書             22

REPORT OF THE DIRECTORS                          董事會報告              24

CORPORATE GOVERNANCE REPORT                      企業管治報告             39

DIRECTORS, SUPERVISORS AND SENIOR MANAGEMENT     董事、監事及高級管理人員       60

ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT      環境、社會及管治報告         67

INDEPENDENT AUDITOR’S REPORT                     獨立核數師報告書           99

CONSOLIDATED STATEMENT OF PROFIT OR LOSS AND     綜合損益及其他全面收入報表     106
 OTHER COMPREHENSIVE INCOME

CONSOLIDATED STATEMENT OF FINANCIAL POSITION     綜合財務狀況表           108

CONSOLIDATED STATEMENT OF CHANGES IN EQUITY      綜合權益變動報表          110

CONSOLIDATED STATEMENT OF CASH FLOWS             綜合現金流量報表          112

NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS   綜合財務報表附註          114

FINANCIAL SUMMARY                                財務概要              292




                                                                         1
    CORPORATE INFORMATION
    公司資料

    DIRECTORS AND SUPERVISORS                                            董事及監事
                                             For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

4. SIGNIFICANT ACCOUNTING POLICIES                              4. 主要會計政策（ 續）
   (continued)


   Financial instruments (continued)                              金融工具（ 續）


  Financial assets (continued)                                    金融資產（ 續）


  Classification and subsequent measurement of financial          金融資產的分類及後續計量（ 於二
  assets (before application of HKFRS 9 on 1 January              零一八年一月一日應用香港財務報
  2018) (continued)                                               告準則第9號之前）（ 續）


   (i)   AFS financial assets (continued)                         (i)   可供出售金融資產（ 續）

         Equity and debt securities held by the Group that              本集團持有的權益及債務證券
         are classified as AFS financial assets are measured            於各報告期末分類為可供出售
         at fair value at the end of each reporting period              金融資產，按公平值計量，惟公
         except for unquoted equity investments whose fair              平值不能可靠計量的無報價股
         value cannot be reliably measured. Changes in the              本 投 資 除 外。可 供 出 售 債 務 工
         carrying amount of AFS debt instruments relating               具賬面值變動與按實際利率法
         to interest income calculated using the effective              計量的利息收入及外幣匯率變
         interest method, and changes in foreign exchange               動 有 關，倘 適 用，則 於 損 益 確
         rates are recognised in profit or loss. Dividends              認。可 供 出 售 權 益 工 具 之 股 息
         on AFS equity instruments are recognised in                    於本集團收取股息之權利成立
         profit or loss when the Group’s right to receive               時 於 損 益 中 確 認。可 供 出 售 金
         the dividends is established. Other changes in                 融資產賬面值其他變動於其他
         the carrying amount of AFS financial assets are                全面收益中確認及於其他儲備
         recognised in other comprehensive income and                   中 累 積。當 該 投 資 出 售 或 被 認
         accumulated under other reserves. When the                     定 為 減 值 時，先 前 於 其 他 儲 備
         investment is disposed of or is determined to be               中 累 積 之 損 益，將 重 新 分 類 到
         impaired, the cumulative gain or loss previously               損益中。
         accumulated in the other reserves is reclassified to
         profit or loss.

         AFS equity investments that do not have a quoted               於活躍市場並無市價報價及其
         market price in an active market and whose fair                公平值未能可靠計量的可供出
         value cannot be reliably measured are measured                 售股本投資於各報告期末按成
         at cost less any identified impairment losses at the           本減任何已識別減值虧損計
         end of each reporting period.                                  量。




                                                                                                    175
      NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
      綜合財務報表附註
      For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

      4. SIGNIFICANT ACCOUNTING POLICIES                                                      4. 主要會計政策（ 續）
           (continued)


           Financial instruments (continued)                                                    金融工具（ 續）


           Financial assets (continued)                                                         金融資產（ 續）


           Classification and subsequent measurement of financial                               金融資產的分類及後續計量（ 於二
           assets (before application of HKFRS 9 on 1 January                                   零一八年一月一日應用香港財務報
           2018) (continued)                                                                    告準則第9號之前）（ 續）


           (ii)   Loans and receivables                                                         (ii)   貸款及應收款項

                  Loans and receivables are non-derivative financial                                   貸款及應收款項乃並非於活躍
                  assets with fixed or determinable payments that                                      市場報價而具備固定或可釐
                  are not quoted in an active market. Subsequent to                                    定 款 項 的 非 衍 生 金 融 資 產。於
                  initial recognition, loans and receivables (including                                首 次 確 認 後，貸 款 及 應 收 款 項
                  trade and other receivables, loan receivables, bank                                  （包括應收貿易賬款及其他應
                  balances and cash and pledged bank deposits)                                         收款項、應收貸款、銀行結餘及
                  are carried at amortised cost using the effective                                    現 金 以 及 已 抵 押 銀 行 存 款）乃
                  interest method, less any identified impairment                                      採用實際利率法按攤銷成本減
                  losses.                                                                              任何已確認減值虧損計值。

                  Interest income is recognised by applying the                                        利 息 收 入 以 實 際 利 率 確 認，惟
                  effective interest rate, except for short-term                                       所確認利息可能極少之短期應
                  receivables where the recognition of interest would                                  收款項除外。
                  be immaterial.

           Impairment of financial assets (before application of                                金融資產減值（ 於二零一八年一月
           HKFRS 9 on 1 January 2018)                                                           一日應用香港財務報告準則第9號之
                                                                                                前）


           F i n a n c i a l a s s e t s a re a s s e s s e d f o r i n d i c a t o r s o f     於各報告期末評定金融資產是否有
           impairment at the end of each reporting period.                                      減 值 跡 象。當 有 客 觀 證 據 顯 示 金 融
           Financial assets are considered to be impaired where                                 資產的估計未來現金流量因於初步
           there is objective evidence that, as a result of one or                              確認該金融資產後發生之一項或多
           more events that occurred after the initial recognition of                           項 事 件 而 受 到 影 響 時，即 該 金 融 資
           the financial asset, the estimated future cash flows of                              產被視為已減值。
           the financial assets have been affected.

           For AFS equity investments, a significant or prolonged                               就 可 供 出 售 股 本 投 資 而 言，抵 押 品
           decline in the fair value of the security below its cost is                          之公平值大幅或長期下跌至低於其
           considered to be objective evidence of impairment.                                   成本被認為屬減值的客觀證據。




176   SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED ANNUAL REPORT 2018
      山東威高集團醫用高分子製品股份有限公司 2018 年報
                            NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
                                                           綜合財務報表附註
                                           For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

4. SIGNIFICANT ACCOUNTING POLICIES                            4. 主要會計政策（ 續）
   (continued)


   Financial instruments (continued)                            金融工具（ 續）


  Financial assets (continued)                                  金融資產（ 續）


  Impairment of financial assets (before application of         金融資產減值（ 於二零一八年一月
  HKFRS 9 on 1 January 2018) (continued)                        一日應用香港財務報告準則第9號之
                                                                前）（ 續）


   For all other financial assets, objective evidence of        就 所 有 其 他 金 融 資 產 而 言，減 值 的
   impairment could include:                                    客觀證據包括：

   •   significant financial difficulty of the issuer or        •   發行人或對手方出現重大財政
       counterparty; or                                             困難；或

   •   breach of contracts, such as default or delinquency      •   違 反 合 約，如 逾 期 或 拖 欠 利 息
       in interest or principal payments; or                        或本金還款；或

   •   it becoming probable that the borrower will enter        •   借款人有可能面臨破產或財務
       bankruptcy or financial re-organisation.                     重組。

   For certain categories of financial asset, such as trade     就 若 干 類 金 融 資 產（ 例 如 應 收 貿 易
   receivables, assets that are assessed not to be impaired     賬款）而言，不會單獨作出減值的資
   individually are subsequently assessed for impairment        產會於其後匯集一併評估減值。
   on a collective basis.

   Objective evidence of impairment for a portfolio of          應收款項組合出現減值的客觀證據
   receivables could include the Group’s past experience        包 括 本 集 團 過 往 收 款 記 錄，組 合 內
   of collecting payments, an increase in the number            超 出90至180天 信 貸 期 的 延 遲 付 款
   of delayed payments in the portfolio past the credit         數 量 有 所 增 加，以 及 國 家 或 地 區 經
   period of 90-180 days, as well as observable changes         濟 狀 況 出 現 明 顯 變 動（ 與 應 收 款 項
   in national or local economic conditions that correlate      未能償還的情況吻合）。
   with default on receivables.

   For financial assets that are carried at amortised cost,     對於按攤銷成本計值的金融資產而
   the amount of the impairment loss recognised is the          言，已 確 認 減 值 虧 損 金 額 為 按 該 資
   difference between the asset’s carrying amount and           產的賬面值與按金融資產原先實際
   the present value of estimated future cash flows,            利率貼現之估計未來現金流量之現
   discounted at the financial asset ’ s original effective     值間的差額。
   interest rate.




                                                                                                  177
      NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
      綜合財務報表附註
      For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

      4. SIGNIFICANT ACCOUNTING POLICIES                                                4. 主要會計政策（ 續）
           (continued)


           Financial instruments (continued)                                              金融工具（ 續）


           Financial assets (continued)                                                   金融資產（ 續）


           Impairment of financial assets (before application of                          金融資產減值（ 於二零一八年一月
           HKFRS 9 on 1 January 2018) (continued)                                         一日應用香港財務報告準則第9號之
                                                                                          前）（ 續）


           For financial assets carried at cost, the amount of the                        就 按 成 本 列 賬 的 金 融 資 產 而 言，減
           impairment loss is measured as the difference between                          值虧損金額乃按資產賬面值與按類
           the asset ’ s carrying amount and the present value                            似金融資產的現行市場回報率貼現
           of the estimated future cash flows discounted at the                           的估計未來現金流量的現值之間的
           current market rate of return for a similar financial                          差 額 計 量。有 關 減 值 虧 損 將 不 會 於
           asset. Such impairment loss will not be reversed in                            其後期間撥回。
           subsequent periods.

           The carrying amount of the financial asset is reduced                          所有金融資產的減值虧損會直接
           by the impairment loss directly for all financial assets                       於金融資產的賬面值中作出扣減，
           with the exception of trade and other receivables and                          惟應收貿易賬款及其他應收款項以
           finance lease receivables and loan receivables where                           及金融租賃應收款項和貸款應收款
           the carrying amount is reduced through the use of an                           項 除 外，應 收 貿 易 賬 款 及 其 他 應 收
           allowance account. Changes in the carrying amount of                           款項的賬面值會透過撥備賬作出扣
           the allowance account are recognised in profit or loss.                        減。撥 備 賬 內 的 賬 面 值 變 動 會 於 損
           When a trade receivable, other receivable, finance lease                       益中確認。當應收貿易賬款、其他應
           receivable or loan receivable is considered uncollectible,                     收 款 項、應 收 融 資 租 賃 或 應 收 貸 款
           it is written off against the allowance account.                               被 視 為 不 可 收 回 時，其 將 於 撥 備 賬
           Subsequent recoveries of amounts previously written off                        內 撇 銷。之 前 已 撇 銷 的 款 項 如 其 後
           are credited to profit or loss.                                                收回，將計入損益內。

           When an AFS financial asset is considered to be                                當可供出售金融資產被視為減值，
           impaired, cumulative gains or losses previously                                先前於其他全面收入內確認的累計
           re c o g n i s e d i n o t h e r c o m p re h e n s i v e i n c o m e a re     收益或虧損於期內重新分類至損
           reclassified to profit or loss in the period.                                  益。




178   SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED ANNUAL REPORT 2018
      山東威高集團醫用高分子製品股份有限公司 2018 年報
                             NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
                                                            綜合財務報表附註
                                            For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

4. SIGNIFICANT ACCOUNTING POLICIES                             4. 主要會計政策（ 續）
   (continued)


   Financial instruments (continued)                             金融工具（ 續）


  Financial assets (continued)                                   金融資產（ 續）


  Impairment of financial assets (before application of          金融資產減值（ 於二零一八年一月
  HKFRS 9 on 1 January 2018) (continued)                         一日應用香港財務報告準則第9號之
                                                                 前）（ 續）


   For financial assets measured at amortised cost, if, in       對於按攤銷成本計值的金融資產而
   a subsequent period, the amount of impairment loss            言，倘 減 值 虧 損 金 額 於 隨 後 期 間 有
   decreases, and the decrease can be related objectively        所 減 少，而 有 關 減 少 在 客 觀 上 與 確
   to an event occurring after the impairment was                認 減 值 後 發 生 的 事 件 有 關，則 先 前
   recognised, the previously recognised impairment loss         已確認的減值虧損將透過損益予以
   is reversed through profit or loss to the extent that the     撥 回，惟 該 資 產 於 減 值 被 撥 回 當 日
   carrying amount of the asset at the date the impairment       的賬面值不得超過未確認減值時之
   is reversed does not exceed what the amortised                已攤銷成本。
   cost would have been had the impairment not been
   recognised.

   In respect of AFS equity investments, impairment losses       就 可 供 出 售 權 益 投 資 而 言，過 往 於
   previously recognised in profit or loss are not reversed      損益確認之減值虧損並無通過損益
   through profit or loss. Any increase in fair value            撥 回。減 值 虧 損 後 公 平 值 的 任 何 增
   subsequent to an impairment loss is recognised in other       加均直接於其他全面收入確認及於
   comprehensive income and accumulated under the                其他儲備累計。
   heading of other reserve.

  Derecognition of financial assets                              終止確認金融資產


   The Group derecognises a financial asset only when            倘從資產收取現金流量之合約權利
   the contractual rights to the cash flows from the asset       已 到 期，或 金 融 資 產 已 轉 讓 且 本 集
   expire, or when it transfers the financial asset and          團已將其於金融資產擁有權之絕大
   substantially all the risks and rewards of ownership          部份風險及回報轉移至另一實體，
   of the asset to another entity. If the Group neither          則 金 融 資 產 將 被 取 消 確 認。倘 若 本
   transfers nor retains substantially all the risks and         集團並無轉讓或保留擁有權之絕大
   rewards of ownership and continues to control the             部 份 風 險 及 回 報，並 繼 續 控 制 已 轉
   transferred asset, the Group recognises its retained          讓 之 資 產，則 本 集 團 會 確 認 其 於 資
   interest in the asset and an associated liability for         產的保留權益及可能需要支付的相
   amounts it may have to pay. If the Group retains              關 負 債 款 項。倘 若 本 集 團 保 留 已 轉
   substantially all the risks and rewards of ownership          讓金融資產擁有權之絕大部份風險
   of a transferred financial asset, the Group continues         及 回 報，則 本 集 團 繼 續 確 認 金 融 資
   to recognise the financial asset and also recognises a        產並同時就所得收益確認抵押借
   collateralised borrowing for the proceeds received.           款。




                                                                                                   179
      NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
      綜合財務報表附註
      For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

      4. SIGNIFICANT ACCOUNTING POLICIES                                   4. 主要會計政策（ 續）
           (continued)


           Financial instruments (continued)                                     金融工具（ 續）


           Financial assets (continued)                                          金融資產（ 續）


           Derecognition of financial assets (continued)                         終止確認金融資產（ 續）


           On derecognition of a financial asset measured at                     當以攤銷成本計量的金融資產終止
           amortised cost, the difference between the asset’ s                   確 認 時，資 產 的 賬 面 值 與 已 收 及 應
           carrying amount and the sum of the consideration                      收代價款項總額之間的差額將於損
           received and receivable is recognised in profit or loss.              益中確認。

           On derecognition of an investment in a debt instrument                於應用香港財務報告準則第9號後終
           classified as at FVTOCI upon application of HKFRS 9, the              止確認分類為按公平值計入其他全
           cumulative gain or loss previously accumulated in the                 面 收 益 計 量 的 債 務 工 具 投 資 時，先
           FVTOCI reserve is reclassified to profit or loss.                     前於按公平值計入其他全面收益計
                                                                                 量儲備中累計的累計收益或虧損將
                                                                                 重新分類至損益。

           On derecognition of an AFS financial asset, the                       當可供出售金融資產終止確認時，
           cumulative gain or loss previously accumulated in the                 先前於可供出售重估儲備累計的累
           AFS revaluation reserve is reclassified to profit or loss.            計收益或虧損將重新分類至損益。

           Financial liabilities and equity                                      金融負債及權益


           Classification as debt or equity                                      分類為負債或權益


           Debt and equity instruments are classified as either                  負債及股本工具乃根據合約安排的
           financial liabilities or as equity in accordance with                 性質與金融負債及股本工具的定義
           the substance of the contractual arrangements and                     分類為金融負債或權益。
           the definitions of a financial liability and an equity
           instrument.

           Equity instruments                                                    股本工具


           An equity instrument is any contract that evidences                   股本工具乃證明實體於扣減所有負
           a residual interest in the assets of an entity after                  債後的資產中擁有剩餘權益之任何
           deducting all of its liabilities.                                     合約。




180   SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED ANNUAL REPORT 2018
      山東威高集團醫用高分子製品股份有限公司 2018 年報
                              NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
                                                             綜合財務報表附註
                                             For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

4. SIGNIFICANT ACCOUNTING POLICIES                              4. 主要會計政策（ 續）
   (continued)


   Financial instruments (continued)                              金融工具（ 續）


  Financial liabilities and equity (continued)                    金融負債及權益（ 續）


  Financial liabilities at amortised cost                         按攤銷成本計量之金融負債


   Financial liabilities including borrowings, loans from the     金融負債（ 包括借款、來自最終控股
   ultimate holding company and trade and other payables          公司的貸款以及應付貿易賬款及其
   are subsequently measured at amortised cost, using the         他應付款項）其後按攤銷成本採用實
   effective interest method.                                     際利率法計量。

  Derecognition of financial liabilities                          終止確認金融負債


   The Group derecognises financial liabilities when, and         當 及 僅 當 本 集 團 的 責 任 獲 解 除、取
   only when, the Group’ s obligations are discharged,            消 或 屆 滿 時，本 集 團 便 會 終 止 確 認
   cancelled or have expired. The difference between the          金 融 負 債。終 止 確 認 的 金 融 負 債 的
   carrying amount of the financial liability derecognised        賬面值與已付及應付代價之間的差
   and the consideration paid and payable is recognised in        額於損益中確認。
   profit or loss.

5. KEY SOURCES OF ESTIMATION                                    5. 估計不明朗因素的主要來源
   UNCERTAINTY

   The following are the key assumptions concerning the           以 下 為 有 關 未 來 的 主 要 假 設，而 於
   future, and other key sources of estimation uncertainty        各報告期末具有重大風險會導致資
   at the end of the reporting period, that may have a            產及負債的賬面值於未來財政年度
   significant risk of causing a material adjustment to the       內需要作出重大調整的估計不確定
   carrying amounts of assets and liabilities within the next     因素的其他主要來源。
   financial year.

   Acquisition of subsidiaries                                    收購附屬公司


   The initial accounting on the acquisition of subsidiaries,     收購非處於共同控制下的附屬公司
   which are not under common control, involves                   的初始會計涉及識別及釐定分配予
   identifying and determining the fair value to be               被收購實體或業務的可識別資產及
   assigned to the identified assets and liabilities of the       負 債 的 公 允 價 值。可 識 別 淨 資 產 的
   acquired entities. The fair value of the identified assets     公允價值乃參考獨立估價師進行的
   are determined by reference to the valuation performed         估 值 而 釐 定。釐 定 公 允 價 值 所 用 的
   by independent valuer. Any changes in assumptions              假設及所作的估算的任何變動將對
   used and estimates made in determining the fair                該等資產及負債的賬面值產生影
   value will impact the carrying amount of these assets          響。本 集 團 收 購 附 屬 公 司 的 詳 情 載
   and liabilities. Details of the Group’ s acquisition of        於附註38。
   subsidiaries are set out in note 38.




                                                                                                    181
      NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
      綜合財務報表附註
      For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

      5. KEY SOURCES OF ESTIMATION                                         5. 估計不明朗因素的主要來源
         UNCERTAINTY (continued)                                                 （ 續）


           Impairment assessment of goodwill                                     商譽減值評估


           Determining whether goodwill is impaired requires                     釐定商譽是否減值須要估計獲分配
           an estimation of the recoverable amount of the cash                   有關商譽之現金產生單位之可收回
           generating unit to which goodwill has been allocated,                 金 額，即 使 用 價 值 或 公 允 值 減 出 售
           which is the higher of the value in use or fair value less            成 本 兩 者 之 較 高 者。計 算 使 用 價 值
           costs of disposal. The calculation requires the Group to              須要本集團對預期可自現金產生單
           estimate the future cash flows expected to arise from                 位 獲 得 之 未 來 現 金 流 量，以 及 適 合
           the cash-generating unit and a suitable discount rate in              計算所得現值之折現率作出估計。
           order to calculate the present value.

           Where the actual future cash flows are less than                      倘未來實際現金流量較預期為少，
           expected, or change in facts and circumstances which                  或事實及情況有變以致未來現金向
           results in downward revision of future cash, a material               下 調 整，則 可 能 產 生 重 大 減 值 虧 損
           impairment loss/further impairment loss may arise.                    ╱ 進 一 步 減 值 虧 損。可 回 收 金 額 計
           Details of the recoverable amount calculation are                     算詳情於附註22中披露。
           disclosed in note 22.

      6. REVENUE AND SEGMENT INFORMATION                                   6. 收入及分部資料

           The Group is principally engaged in the research and                  本 集 團 主 要 從 事 研 發、生 產 及 銷 售
           development, production and sale of medical device                    醫 療 器 械 產 品、骨 科 產 品、介 入 產
           products, orthopaedic products, interventional products,              品、藥品包裝產品、血液管理產品，
           pharma packaging products, blood management                           及經營融資業務。
           products, and operates financing business.

           For management purposes, the Group is currently                       就 管 理 而 言，本 集 團 目 前 分 為 六 個
           organised into six operating divisions – medical device               經 營 分 部：醫 療 器 械 產 品、骨 科 產
           products, orthopaedic products, interventional products,              品、介入產品、藥品包裝產品、血液
           pharma packaging products, blood management                           管 理 產 品 及 其 他，其 中 介 入 產 品 由
           products and others, among which interventional                       愛 琅 醫 療 器 械 控 股 有 限 公 司（「愛
           products were produced by Argon Medical Devices                       琅」）生 產。該 等 分 部 乃 按 本 集 團 各
           Holding, Inc. (“Argon”). These divisions are the basis                部 的 內 部 呈 報 基 準 劃 分，定 期 由 主
           of the internal reports about components of the Group                 要營運決策者（ 董事總經理）審核，
           that are regularly reviewed by the chief operating                    以分配資源至分部並評估其表現。
           decision maker (Managing Director) in order to allocate
           resources to segments and to assess their performance.




182   SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED ANNUAL REPORT 2018
      山東威高集團醫用高分子製品股份有限公司 2018 年報
                                  NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
                                                                 綜合財務報表附註
                                                     For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

6. REVENUE AND SEGMENT INFORMATION                                         6. 收入及分部資料（ 續）
  (continued)


  Principal activities of the Group ’ s operating and                        本集團經營及可呈報分部的主要業
  reportable segments are as follows:                                        務如下：

  Medical device – production and sale of clinical                           醫療器械      － 生產及銷售臨床護
   products        care, wound management,                                    產品         理、創傷護理、醫
                   medical testing, anesthesia and                                       學檢驗、麻醉及手
                   surgical related products and other                                   術相關產品。
                   consumables

  Orthopaedic         – production and sale of orthopaedic                   骨科產品      － 生產及銷售骨科產
    products            products                                                         品。

  Interventional      – production and sale of tumour                        介入產品      － 生產及銷售腫瘤及
    products            and blood vessel interventional                                  血管介入器械。
                        instruments

  Pharma              – production and sale of pre-filled                    藥品包裝      － 生產及銷售預充式
    packaging           syringes and flushing syringes                        產品         注射器及沖管注射
    products                                                                             器。

  Blood        – production and sale of blood                                血液管理      － 生產及銷售血液採
    management   collection, storage, separation and                          產品         集、貯存、分離、滅
    products     sterilization products                                                  菌消毒產品。

  Others              – finance lease and factoring business                 其他        － 融資租賃及保理業
                                                                                         務。

  In 2017, the Group was organised into three operating                      於 二 零 一 七 年，本 集 團 分 為 三 個 經
  divisions – single use medical device products,                            營分部：一次性使用醫療器械產品、
  orthopaedic products, and others. The operation                            骨 科 產 品 及 其 他。有 關 製 造 及 銷 售
  re g a rd i n g t h e m a n u f a c t u re a n d s a l e o f b l o o d     血液淨化產品之經營分部已終止。
  purification products was discontinued. The reported                       所呈報的分部資料並不包括此項已
  segment information does not include any amounts                           終 止 經 營 業 務 之 任 何 金 額，更 多 詳
  for this discontinued operation, which are described in                    情載於附註11。
  more details in note 11.

  The comparative amounts of segment information                             分部資料之比較數據已予以重新分
  have been reclassified to conform to the current year’s                    類以與本年度之經營分部分類及呈
  classification of operating segments and presentation.                     列保持一致。




                                                                                                            183
      NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
      綜合財務報表附註
      For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

      6. REVENUE AND SEGMENT INFORMATION                                                     6. 收入及分部資料（ 續）
           (continued)


           Segment revenues and results                                                              分部收益及業績


           The following is an analysis of the Group’s revenue and                                   本集團按經營及可報告分部分析其
           results by operating and reportable segments:                                             持續經營業務之收益及業績如下：

           2018                                                                                      二零一八年

           Continuing operations                                                                    持續經營業務

                                                       Medical                                 Pharma       Blood
                                                        device Orthopaedic Interventional    packaging management
                                                      products     products       products    products    products    Others Eliminations        Total
                                                      RMB’000      RMB’000       RMB’000      RMB’000     RMB’000    RMB’000     RMB’000      RMB’000
                                                       醫療器械                                   藥品包裝        血液管理
                                                          產品        骨科產品         介入產品             產品          產品        其他           抵減           合計
                                                     人民幣千元        人民幣千元         人民幣千元        人民幣千元       人民幣千元       人民幣千元      人民幣千元        人民幣千元




           Revenue                      收益
              External sales             外部銷售        5,010,655    1,180,563    1,260,026      955,609     402,008          –            –    8,808,861
              Inter-segment sales        內部分部銷售           195         5,299        1,502             –           –         –       (6,996)           –


           Total                        合計           5,010,850    1,185,862    1,261,528      955,609     402,008          –       (6,996)   8,808,861


           Segment profit               分部溢利          955,868      353,653      (102,932)     327,758      51,659     61,760            –    1,647,766


           Depreciation of investment   投資物業之折舊
              properties                                                                                                                        (2,959)
           Unallocated other income,    未分配其他收入、
              gains and losses           收益及虧損                                                                                                   (136)
           Rental income of             投資物業之租金收入
              investment properties                                                                                                            17,602
           Interest income from bank    銀行利息收入                                                                                                 62,093
           Gain from changes in         按公平值計入損益計量
              fair value of financial    之金融資產公平值
              assets at FVTPL            變動收益                                                                                                  17,603
           Share of profit of           應佔一間聯營公司盈利
              an associate                                                                                                                     33,246


           Profit before taxation       除稅前溢利
              (continuing operations)   （持續經營業務）                                                                                             1,775,215




184   SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED ANNUAL REPORT 2018
      山東威高集團醫用高分子製品股份有限公司 2018 年報
                                          NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
                                                                         綜合財務報表附註
                                                             For the year ended 31 December 2018 截至二零一八年十二月三十一止年度

6. REVENUE AND SEGMENT INFORMATION                                                            6. 收入及分部資料（ 續）
  (continued)


  Segment revenues and results (continued)                                                             分部收益及業績（ 續）


  2017                                                                                                 二零一七年

  Continuing operations                                                                                持續經營業務

                                                 Medical                                         Pharma          Blood
                                                   device     Orthopaedic    Interventional   packaging     management
                                                 products        products         products     products        products       Others     Eliminations         Total
                                                RMB’000         RMB’000          RMB’000       RMB’000         RMB’000      RMB’000        RMB’000       RMB’000
                                                (restated)      (restated)       (restated)    (restated)     (restated)    (restated)     (restated)    (restated)
                                                醫療器械                                           藥品包裝           血液管理
                                                     產品         骨科產品             介入產品               產品             產品            其他             抵減            合計
                                               人民幣千元          人民幣千元           人民幣千元           人民幣千元          人民幣千元         人民幣千元         人民幣千元          人民幣千元
                                               （經重列）           （經重列）            （經重列）         （經重列）          （經重列）         （經重列）          （經重列）         （經重列）


  Revenue                      收益
  External sales               外部銷售            4,351,077        870,386                  –     718,920         352,258              –              –    6,292,641
  Inter-segment sales          內部分部銷售            16,130            1,622                 –             –              –             –       (17,752)             –


  Total                        合計              4,367,207        872,008                  –     718,920         352,258              –       (17,752)    6,292,641


  Segment profit               分部溢利             863,622         289,633                  –     251,050          44,288       39,963                –    1,488,556


  Depreciation of investment   投資物業之折舊
     properties                                                                                                                                            (4,229)
  Unallocated other income,    未分配其他收入、
     gains and losses           收益及虧損                                                                                                                     (14,101)
  Rental income of             投資物業之租金收入
     investment properties                                                                                                                                11,438
  Interest income from bank    銀行利息收入                                                                                                                     42,601
  Gain on disposal of          出售一間附屬公司之收益
     a subsidiary                                                                                                                                           1,346


  Profit before taxation       除稅前溢利
     (continuing operations)   （持續經營業務）                                                                                                                 1,525,611




                                                                                                                                                                      185
      NOTES TO THE CONSOLIDATED FINANCIAL STATEMENTS
