Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,Units,Currency
FY2017,12.740658,-11.26372,1.476938,11.5923,-1.249729,-9.809,-0.475557,-1.323784,-10.3902,-0.0004,-0.702908,0.52585,-1.228758,4.986689,6.704051,1.717362,0,0.777841,0.0036642532,0,,millions,NZD
H1 2018,4.890074,-4.030331,0.859743,17.5814,-0.243826,-4.9861,-0.18477,-0.249407,-5.1003,-7e-05,-0.01807,0.026462,-0.044532,4.937282,5.956347,1.019065,0,0.360029,0.0036642532,0,,millions,NZD
FY2018,6.506888,-5.146361,1.360527,20.909,-0.460264,-7.0735,-0.17098,-0.472822,-7.2665,-0.00013,-0.162659,0.043255,-0.205914,4.713867,5.501337,0.78747,0,0.665779,0.0036642532,0,,millions,NZD
H1 2019,1.645065,-0.74108,0.903985,54.9513,-0.08086,-4.9153,-0.026394,-0.07844,-4.7682,-2e-05,-0.078033,0.016385,-0.094418,4.635427,4.870529,0.235102,0,0.522113,0.0036642532,0,,millions,NZD
FY2019,2.602043,-1.436205,1.165838,44.8047,-0.983774,-37.8078,-0.874707,-0.980148,-37.6684,-0.00027,-0.394534,0.025978,-0.420512,3.733719,4.387304,0.653585,0,0.240645,0.0036642532,0,,millions,NZD
H1 2020,0.739664,-0.418157,0.321507,43.4666,-0.279505,-37.7881,-0.157367,-0.30369,-41.0578,-8e-05,0.231747,0.004179,0.161105,3.430029,4.58054,,0.714279,0.377622,0.0036642532,0,,millions,NZD
FY2020,1.234931,-1.065013,0.169918,13.7593,-1.121625,-90.8249,-0.874637,-1.170553,-94.7869,-0.00017,-0.149839,0.004179,-0.290903,2.563166,4.003834,1.440668,0.674399,0.197905,0.0036642532,0,,millions,NZD
H1 2021,0.287582,-0.258159,0.029423,10.2312,-0.284405,-98.8953,-0.032767,-0.317025,-110.2381,-4e-05,-0.290876,0,-0.365346,2.246141,3.464355,1.218214,0.656968,0.019305,0.0036642532,0,,millions,NZD
FY2021,0.64691,-0.894258,-0.247348,-38.2353,-1.202522,-185.8871,-0.96243,-1.271851,-196.604,-0.00017,-0.22836,0,-0.38045,1.291315,2.737244,1.445929,0.579348,0.003375,0.0036642532,0,,millions,NZD
H1 2022,0.111431,-0.09759,0.013841,12.4211,-0.411705,-369.4708,-0.299957,-0.45112,-404.8425,-7e-05,-0.071508,0.003064,-0.155367,0.840195,2.494137,1.653942,0.498553,0.004628,0.0036642532,0,,millions,NZD
FY2022,0.415023,-0.383971,0.031052,7.482,-0.654679,-157.7452,-0.454388,-0.738425,-177.9239,-0.00011,-0.125827,0.004403,-0.294999,0.55289,1.866016,1.313126,0.064634,0.014451,0.0036642532,0,,millions,NZD
H1 2023,0.671308,-0.113447,0.557861,83.1006,0.091655,13.6532,0.126451,0.065161,9.7066,-4.01e-06,0.068915,0,0.052403,0.618051,1.999706,1.381655,0.193893,0.001648,0.0036642532,0,,millions,NZD
FY2023,1.075442,-0.322605,0.752837,70.0026,-0.101832,-9.4689,-0.035236,-0.178421,-16.5905,-4e-05,0.061663,0.00312,0.018709,0.374469,1.882193,1.507724,0.173976,0.004963,0.0036642532,0,,millions,NZD
H1 2024,0.489319,-0.102716,0.386603,79.0084,-0.099248,-20.2829,-0.070139,-0.125791,-25.7074,-2.165e-05,0.069707,0,0.05508,0.248678,1.940397,1.691719,0.157787,0.014318,0.0036642532,0,,millions,NZD
FY2024,1.324402,-0.355084,0.969318,73.1891,0.12813,9.6746,0.18692,0.053911,4.0706,0.0,-0.097249,0.003549,-0.140788,0.42838,2.003208,1.574828,0.117024,0.026181,0.0036642532,0,,millions,NZD
H1 2025,0.402345,-0.11081,0.291535,72.459,-0.098224,-24.4129,-0.069642,-0.156912,-38.9994,-3.397e-05,-0.208287,0.003174,-0.228724,0.271468,2.15531,1.883842,0.099761,0.003206,0.0036642532,0,,millions,NZD
FY2025,0.741088,-0.363892,0.377196,50.8976,-0.059233,-7.9927,-0.001917,-0.184806,-24.9371,-4e-05,-0.275697,0.003174,-0.324569,0.243574,2.129822,1.886248,0.226639,0.00376,0.0036642532,0,,millions,NZD
H1 2026,0.033053,-0.037529,-0.004476,-13.5419,-0.2819,-852.8727,-0.244647,-0.36364,-1100.1725,-6.477e-05,-0.27715,0,-0.419233,-0.120066,2.059059,2.179125,0.204389,0.002556,0.0036642532,0,,millions,NZD
FY2026,0.161285,-0.236289,-0.075004,-46.504,-0.637305,-395.1421,-0.577791,-0.818093,-507.2344,-0.00014,-0.570243,0.010354,-0.631437,0.20639,2.019358,1.812968,0.169364,0.039437,0.0036642532,0,,millions,NZD
