Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
H1 FY2011,21.775,,,,,,,,,5.0,1.635,-0.432,1.203,,36.953,,,0.199,,,,,,,,millions,NZD
H1 FY2012,29.356,,,,,,,2.08,7.1,5.7,-0.337,-0.452,-0.789,35.877,48.818,,,2.087,,,,,,,,millions,NZD
H1 FY2013,26.814,,,,,,,2.197,8.2,6.2,-1.737,-0.763,-2.5,40.647,51.448,,,2.489,,,,,,,,millions,NZD
H1 FY2014,25.276,,,,,,,0.82,3.2,1.3,-4.18,-4.386,-8.566,42.594,60.758,,,0.509,,,,,,,,millions,NZD
H1 FY2015,29.322,,,,,,,1.146,3.9,2.5,3.997,-0.324,3.673,47.918,88.235,,,2.012,,,,,,,,millions,NZD
FY2015,72.298,,,,,,,6.113,8.5,13.8,9.987,-1.091,8.896,50.598,84.445,33.827,18.352,2.106,44.844,,,,,,,millions,NZD
H1 FY2016,42.816,,,,,,,1.948,4.5,4.5,9.906,-0.799,9.107,50.277,83.495,,,7.338,,,,,,,,millions,NZD
FY2016,112.044,,,,,,,8.134,7.3,13.3,16.108,-2.984,13.124,93.931,113.811,19.211,0.087,34.244,56.327,,,,,,,millions,NZD
H1 FY2017,56.67,,,,,,,2.887,5.1,3.3,10.244,-6.79,3.454,93.14,117.814,,,32.81,,,,,,,,millions,NZD
FY2017,132.631,,,,,,,10.265,7.7,13.2,13.407,-12.976,0.431,97.109,126.181,29.025,0.056,26.67,74.681,,,,,,,millions,NZD
H1 FY2018,67.472,,,,,,6.39,3.155,4.7,4.2,-2.593,-0.797,-3.39,98.555,122.536,,,21.682,,,,,,,,millions,NZD
FY2018,181.779,,,,,,19.305,10.772,5.9,14.3,1.018,-2.434,-1.416,102.896,170.111,67.164,7.755,12.473,75.394,,,,,,,millions,NZD
H1 FY2019,111.426,,,,,,8.476,5.215,4.7,6.6,-9.059,-2.929,-11.988,107.187,161.673,,12.758,0.0,,,,,,,,millions,NZD
FY2019,225.093,,,,,,20.01,8.604,3.8,11.3,0.726,-7.229,-6.503,111.852,213.114,101.297,29.059,0.0,76.801,,,,,,,millions,NZD
H1 FY2020,101.835,,,,,,-12.212,-13.675,-13.4,-17.8,0.924,-1.445,-0.521,97.025,194.319,,,,,,,,,,,millions,NZD
FY2020,186.073,,,,,,-11.646,-17.503,-9.4,-22.2,19.563,-3.206,16.357,92.947,193.11,100.37,25.011,7.745,78.129,,,,,,,millions,NZD
H1 FY2021,104.486,,,,,,11.18,4.714,4.5,6.1,5.275,-1.419,3.856,93.722,176.642,,,6.2,,,,,,,,millions,NZD
FY2021,216.234,,,,,,22.112,9.527,4.4,12.3,13.426,-2.303,11.123,98.499,194.504,96.309,21.208,12.242,78.421,,,,206.03,,,millions,NZD
H1 FY2022,118.398,,,,,,12.16,4.739,4.0,6.0,-8.839,-0.589,-9.428,104.55,210.771,,15.09,13.748,,,,,,,,millions,NZD
FY2022,221.757,,,,,,23.918,0.09,0.0,15.9,6.308,-2.312,3.996,100.692,206.888,106.482,26.948,8.478,79.32,,,,,,,millions,NZD
H1 FY2023,126.533,,,,,,14.56,7.826,6.2,9.8,26.022,-1.558,24.464,106.514,241.624,,17.518,29.96,,,,,,,,millions,NZD
FY2023,267.526,,,,,,29.691,15.436,5.8,19.3,20.217,-4.324,15.893,114.271,253.054,139.155,34.886,21.432,80.302,,,,,,,millions,NZD
H1 FY2024,140.868,,,,,,14.139,4.46,3.2,5.5,-7.719,-4.806,-12.525,112.955,255.831,,49.027,13.489,,,,,,,,millions,NZD
FY2024,276.125,,,,,,26.43,7.717,2.8,9.7,5.972,-8.953,-2.981,112.229,243.98,132.259,58.385,11.674,81.214,,,,,,,millions,NZD
H1 FY2025,121.747,,,,,,12.181,4.313,3.5,5.4,14.53,-1.12,13.41,121.371,244.351,,36.765,12.315,,,,,,,,millions,NZD
FY2025,275.273,,,,,,31.539,14.213,5.2,17.4,22.3,-2.621,19.679,129.94,269.568,140.294,57.195,12.152,82.362,,,,,,,millions,NZD
H1 FY2026,128.156,,,,,,13.032,4.492,3.5,5.2,6.112,-1.565,4.547,131.08,268.038,137.476,57.852,13.659,,,,,,,,millions,NZD
