Period,Revenue,CostOfRevenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,OperatingCashFlow,CapEx,FreeCashFlow,ShareholdersEquity,TotalAssets,TotalLiabilities,TotalDebt,CashAndEquivalents,SharesOutstanding,StockBasedComp,DividendPerShare,EBITDABeforeSignificant,RevenueContinuing,EBITDAContinuingBeforeSignificant,EBITContinuingBeforeSignificant,Units,Currency
H1 FY2017,93.49,,,,10.284,11.0,14.303,5.482,5.9,0.0304,16.713,1.511,15.202,98.464,176.699,78.235,0.0,23.133,,,,,,,,millions,AUD
FY2017,191.878,,,,,,,14.428,7.5,0.08,15.876,,,105.982,182.015,76.033,5.737,17.071,185.16,,,,,,,millions,AUD
H1 FY2018,102.929,,,,14.288,13.9,18.96,14.23,13.8,0.066,14.553,2.847,11.706,110.477,193.986,83.509,14.223,24.138,215.142,0.599,,,,,,millions,AUD
FY2018,221.501,,,,31.34,14.1,40.064,27.03,12.2,0.126,46.218,7.176,39.042,114.186,212.325,98.139,12.183,36.941,215.142,0.669,,,,,,millions,AUD
H1 FY2019,127.46,,,,20.28,15.9,24.208,16.327,12.8,0.076,7.994,7.003,0.991,122.86,221.527,98.667,12.009,25.964,216.442,0.599,,,,,,millions,AUD
FY2019,258.205,,,,41.695,16.1,50.669,32.808,12.7,0.148,46.473,13.321,33.152,291.457,380.173,88.716,0.0,194.797,221.155,1.646,,,,,,millions,AUD
H1 FY2020,133.448,,,,22.881,17.1,32.248,19.769,14.8,0.081,-3.834,9.266,-13.1,303.554,434.203,130.649,45.875,100.338,246.385,1.304,,,,,,millions,AUD
FY2020,272.441,,,,49.935,18.3,69.383,40.11,14.7,0.165,19.423,12.548,6.875,310.753,434.845,124.092,42.33,99.08,247.018,2.375,,,,,,millions,AUD
H1 FY2021,114.49,,,,11.896,10.4,22.249,9.02,7.9,0.037,8.192,4.038,4.154,307.282,437.449,130.167,38.24,56.449,247.725,0.917,,,,,,millions,AUD
FY2021,242.341,,,,42.487,17.5,63.753,34.562,14.3,0.139,47.302,5.879,41.423,329.784,457.753,127.969,36.762,73.57,249.053,2.164,,,,,,millions,AUD
H1 FY2022,131.669,,,,18.633,14.2,29.975,15.269,11.6,0.062,14.091,3.199,10.892,333.972,450.139,116.167,35.034,50.613,249.615,0.917,,,,,,millions,AUD
FY2022,265.426,,,,36.589,13.8,59.252,29.926,11.3,0.12,42.082,4.932,37.15,334.876,450.117,115.241,30.58,48.672,249.601,-0.221,,,,,,millions,AUD
H1 FY2023,117.407,,,,-190.464,-162.2,-179.597,-190.888,-162.6,-0.769,2.17,1.967,0.203,136.57,253.456,116.886,36.474,32.661,250.084,0.455,,,,,,millions,AUD
FY2023,248.201,,,,-279.266,-112.5,-252.808,-280.714,-113.1,-0.917,-5.505,2.828,-8.333,125.91,254.472,128.562,27.785,75.749,306.27,1.031,,,,,,millions,AUD
H1 FY2024,127.02,,,,1.369,1.1,9.562,-1.66,-1.3,-0.004,18.843,0.274,18.569,123.734,238.73,114.996,26.935,88.344,448.354,0.504,,,,,,millions,AUD
FY2024,249.045,,,,14.732,5.9,30.32,8.777,3.5,0.019,30.169,3.832,26.337,133.671,229.204,95.533,17.408,89.971,454.305,-0.041,,,,,,millions,AUD
H1 FY2025,183.822,,,,74.902,40.7,81.345,61.24,33.3,0.137,67.109,0.485,66.624,127.582,301.829,174.247,16.448,151.842,448.341,0.751,,,,,,millions,AUD
FY2025,312.974,,,,93.803,30.0,106.956,74.228,23.7,0.166,100.579,0.595,99.984,93.577,179.839,86.262,13.316,58.685,448.155,0.641,,,,,,millions,AUD
H1 FY2026,139.998,,,,34.969,25.0,42.616,25.861,18.5,0.058,41.211,2.181,39.03,87.377,181.95,94.573,7.513,64.522,444.791,0.4,,,,,,millions,AUD
FY2026,282.553,,,,75.421,26.7,89.292,110.918,39.3,0.25,82.763,2.913,79.85,119.683,206.79,87.107,6.936,50.296,443.388,0.72,,,,,,millions,AUD
