Date,Close
2016-10-01,39.491
2016-11-01,37.5285
2016-12-01,37.4935
2017-01-01,41.174
2017-02-01,42.252
2017-03-01,44.327
2017-04-01,46.2495
2017-05-01,49.731
2017-06-01,48.4
2017-07-01,49.389
2017-08-01,49.03
2017-09-01,48.0675
2017-10-01,55.264
2017-11-01,58.8375
2017-12-01,58.4735
2018-01-01,72.5445
2018-02-01,75.6225
2018-03-01,72.367
2018-04-01,78.3065
2018-05-01,81.481
2018-06-01,84.99
2018-07-01,88.872
2018-08-01,100.635
2018-09-01,100.15
2018-10-01,79.9005
2018-11-01,84.5085
2018-12-01,75.0985
2019-01-01,85.9365
2019-02-01,81.9915
2019-03-01,89.0375
2019-04-01,96.326
2019-05-01,88.7535
2019-06-01,94.6815
2019-07-01,93.339
2019-08-01,88.8145
2019-09-01,86.7955
2019-10-01,88.833
2019-11-01,90.04
2019-12-01,92.392
2020-01-01,100.436
2020-02-01,94.1875
2020-03-01,97.486
2020-04-01,123.7
2020-05-01,122.118
2020-06-01,137.941
2020-07-01,158.234
2020-08-01,172.548
2020-09-01,157.436
2020-10-01,151.807
2020-11-01,158.402
2020-12-01,162.846
2021-01-01,160.31
2021-02-01,154.646
2021-03-01,154.704
2021-04-01,173.371
2021-05-01,161.154
2021-06-01,172.008
2021-07-01,166.38
2021-08-01,173.54
2021-09-01,164.252
2021-10-01,168.622
2021-11-01,175.354
2021-12-01,166.717
2022-01-01,149.574
2022-02-01,153.563
2022-03-01,162.997
2022-04-01,124.282
2022-05-01,120.21
2022-06-01,106.21
2022-07-01,134.95
2022-08-01,126.77
2022-09-01,113
2022-10-01,102.44
2022-11-01,96.54
2022-12-01,84
2023-01-01,103.13
2023-02-01,94.23
2023-03-01,103.29
2023-04-01,105.45
2023-05-01,120.58
2023-06-01,130.36
2023-07-01,133.68
2023-08-01,138.01
2023-09-01,127.12
2023-10-01,133.09
2023-11-01,146.09
2023-12-01,151.94
2024-01-01,155.2
2024-02-01,176.76
2024-03-01,180.38
2024-04-01,175
2024-05-01,176.44
2024-06-01,193.25
2024-07-01,186.98
2024-08-01,178.5
2024-09-01,186.33
2024-10-01,186.4
2024-11-01,207.89
2024-12-01,219.39
2025-01-01,237.68
2025-02-01,212.28
2025-03-01,190.26
2025-04-01,184.42
2025-05-01,205.01
2025-06-01,219.39
2025-07-01,234.11
2025-08-01,229
2025-09-01,219.57
2025-10-01,244.22
2025-11-01,233.22
2025-12-01,230.82
2026-01-01,239.3
2026-02-01,210
2026-03-01,208.27
2026-04-01,265.06
2026-05-01,270.64
2026-06-01,238.34
2026-07-01,271.58
2026-08-01,259.77
2026-09-01,258.51
2026-09-04,258.51
